esg_id,date_id,region_id,asset_id,energy_consumption_kwh,co2_emissions_kg,water_consumption_m3,waste_kg,renewable_energy_share
2330,20251029,3,190,832.05,242.79,3.04,5.65,37.05
2331,20240806,1,177,141.05,46.96,0.44,1.97,26.77
2332,20250508,1,157,1991.6,641.53,6.87,11.83,29.47
2333,20240906,1,9,134.36,44.49,0.44,1.56,27.21
2334,20250802,2,8,572.58,158.01,3.31,6.58,41.01
2335,20241116,1,135,150.96,49.53,0.72,1.55,27.97
2336,20250724,1,223,1487.79,464.61,7.75,18.53,31.93
2337,20250805,1,88,144.4,45.98,0.45,2.0,30.39
2338,20250128,1,196,1429.49,472.02,5.24,19.25,27.45
2339,20240508,1,157,1476.75,508.71,6.13,13.91,23.88
2340,20250606,5,234,1550.41,517.9,4.3,15.54,26.49
2341,20241204,5,137,1119.0,359.51,3.7,8.63,29.68
2342,20250614,2,140,86.31,25.07,0.46,1.1,37.39
2343,20250521,4,232,874.29,268.13,2.35,7.85,33.33
2344,20250315,1,41,1879.0,613.83,5.28,12.87,28.33
2345,20240714,1,89,2219.41,734.36,6.72,15.19,27.28
2346,20251120,4,72,1389.22,407.21,7.5,6.12,36.72
2347,20240206,1,37,1789.52,616.02,10.41,12.34,23.94
2348,20250522,3,98,1338.53,407.07,6.01,14.33,33.97
2349,20250720,5,53,702.85,218.98,2.42,6.02,32.11
2350,20250331,1,154,2110.95,680.15,5.39,22.83,29.45
2351,20250728,1,192,876.59,282.19,5.42,7.92,29.52
2352,20250210,1,132,625.35,208.37,2.99,8.43,26.7
2353,20250528,1,47,1951.26,650.78,11.38,25.11,26.62
2354,20250304,1,142,575.97,184.91,2.83,6.01,29.74
2355,20251014,4,162,583.73,178.08,2.26,4.36,33.73
2356,20240327,4,136,1893.28,633.42,10.77,21.39,26.36
2357,20241219,3,167,961.51,303.07,3.95,3.98,31.2
2358,20250213,2,26,401.21,111.66,1.43,4.02,40.42
2359,20241223,1,185,210.46,67.19,0.81,2.42,30.19
2360,20250222,1,237,2267.56,722.17,6.13,13.62,30.38
2361,20240319,3,244,352.91,108.46,1.36,2.97,33.17
2362,20240713,5,180,1456.0,491.43,6.59,19.75,25.62
2363,20250403,4,136,1700.03,538.09,7.36,15.84,30.87
2364,20250119,5,234,2003.02,656.51,12.97,24.05,28.06
2365,20241204,3,236,511.05,164.11,1.46,5.28,29.72
2366,20240415,2,241,108.42,33.16,0.33,0.95,33.54
2367,20250628,4,144,1403.64,424.8,8.74,10.9,34.34
2368,20240121,1,145,216.12,73.14,1.19,2.12,25.4
2369,20240417,3,50,357.52,115.01,1.68,2.92,29.58
2370,20241208,4,141,353.66,116.51,1.09,3.16,27.64
2371,20241231,1,171,188.6,59.48,0.51,2.32,31.15
2372,20250407,3,129,1157.12,357.69,7.39,7.99,32.72
2373,20250225,2,55,699.8,199.95,2.92,6.92,38.57
2374,20250924,3,36,90.42,25.88,0.3,0.93,38.45
2375,20240211,1,199,171.21,57.49,0.47,1.05,26.05
2376,20250601,2,52,84.86,23.75,0.45,0.83,40.03
2377,20250406,1,169,2384.87,755.81,14.66,19.25,30.77
2378,20240204,1,248,2892.47,1001.26,11.95,17.21,23.46
2379,20250113,4,139,105.86,34.41,0.42,0.55,28.73
2380,20251006,1,185,153.54,46.53,0.81,1.07,34.24
2381,20241120,1,32,181.65,57.89,0.48,1.12,30.33
2382,20241219,2,108,109.46,32.1,0.65,1.12,36.69
2383,20241122,1,37,1545.09,517.17,4.78,16.51,26.32
2384,20250104,2,238,121.98,35.96,0.33,1.16,36.29
2385,20250318,2,195,1152.32,337.58,6.48,14.49,36.76
2386,20241118,1,61,2064.35,675.21,5.4,24.89,28.23
2387,20240124,2,204,1488.06,457.55,9.2,19.98,33.13
2388,20240916,4,209,344.54,107.54,2.2,2.04,31.97
2389,20250819,1,147,782.33,238.2,2.02,4.35,33.88
2390,20251126,4,121,432.93,132.91,1.65,2.79,33.25
2391,20241121,2,242,581.16,180.42,3.16,4.88,32.39
2392,20250912,5,34,680.02,212.57,2.03,7.22,31.85
2393,20250913,2,112,71.09,20.06,0.4,0.44,39.46
2394,20241108,3,165,1356.34,435.87,5.17,7.43,29.66
2395,20241001,2,83,1172.63,348.6,4.45,8.69,35.68
2396,20240630,3,233,318.98,103.09,1.5,1.47,29.2
2397,20240609,2,48,102.43,30.65,0.43,0.48,35.2
2398,20250126,5,66,134.32,42.45,0.44,0.9,31.0
2399,20250723,3,244,333.93,102.85,1.06,2.36,33.0
2400,20250801,5,149,1212.34,380.29,5.22,16.4,31.58
2401,20240726,3,36,108.0,33.87,0.7,1.14,31.59
2402,20251216,3,146,97.87,27.33,0.55,0.89,40.19
2403,20241112,1,164,1725.51,571.97,10.15,21.25,27.13
2404,20240502,2,42,93.2,28.55,0.55,0.63,33.42
2405,20250225,4,68,759.32,241.74,3.23,8.51,30.41
2406,20240311,3,13,1241.78,414.66,4.03,15.62,26.52
2407,20240506,4,243,689.73,219.83,4.27,8.93,30.32
2408,20250926,3,104,104.81,31.44,0.47,1.16,35.0
2409,20250803,1,93,1271.26,394.45,5.2,5.76,32.43
2410,20251004,1,135,137.76,42.3,0.37,1.33,33.23
2411,20240804,1,4,1549.04,511.86,4.03,15.2,27.39
2412,20240824,2,95,916.94,266.13,4.97,11.33,37.44
2413,20251018,1,118,160.65,52.32,1.0,1.64,28.58
2414,20250607,5,53,713.54,225.82,2.64,7.98,30.88
2415,20241003,1,9,134.16,43.04,0.58,0.56,29.79
2416,20240522,2,250,1028.43,305.94,6.36,6.0,35.63
2417,20240905,1,6,1638.52,551.92,7.54,8.77,25.79
2418,20250603,5,73,103.14,33.23,0.46,1.09,29.46
2419,20250521,3,10,670.56,209.72,3.82,6.23,31.81
2420,20241117,2,52,124.13,37.36,0.41,0.6,34.75
2421,20251007,3,94,579.82,167.87,2.98,6.37,37.62
2422,20251202,1,9,131.25,41.16,0.59,1.75,31.6
2423,20241112,1,151,612.17,199.35,3.64,2.63,28.59
2424,20250804,5,81,1201.34,358.24,3.78,7.56,35.45
2425,20240920,5,249,1620.19,519.3,6.12,17.59,29.87
2426,20250620,2,172,1111.53,313.18,3.46,8.99,39.56
2427,20251207,4,170,926.37,284.88,4.21,8.51,33.12
2428,20250610,4,178,267.38,79.53,0.96,2.57,35.64
2429,20240924,1,224,1655.71,554.66,9.5,10.48,26.25
2430,20241106,3,129,1358.74,439.58,7.2,14.17,29.12
2431,20241127,2,87,1656.0,484.61,7.25,21.69,36.84
2432,20241221,1,229,1815.96,570.43,7.69,18.46,31.47
2433,20240604,4,101,300.7,99.63,1.58,2.5,27.17
2434,20250827,2,90,86.11,24.38,0.42,0.79,39.21
2435,20250217,2,52,128.75,36.42,0.37,1.43,39.29
2436,20250830,1,20,1877.98,623.64,9.16,13.1,26.98
2437,20250814,2,204,1123.66,312.29,3.73,6.64,40.52
2438,20250916,5,81,1445.13,457.24,5.53,19.81,30.9
2439,20251029,3,14,1338.46,416.58,4.19,6.13,32.19
2440,20240304,3,190,668.77,221.47,4.14,4.85,27.21
2441,20251001,2,82,93.9,25.94,0.38,0.57,40.95
2442,20250721,1,153,1208.1,378.76,6.77,11.89,31.62
2443,20240123,2,108,98.73,30.07,0.51,1.29,33.87
2444,20250702,5,7,127.42,40.69,0.43,0.8,30.17
2445,20240223,2,48,110.54,32.52,0.63,0.59,36.45
2446,20250213,2,217,93.22,27.84,0.4,1.02,35.34
2447,20250103,1,27,2544.64,817.03,11.39,29.33,29.73
2448,20241102,1,77,168.08,56.58,0.63,0.76,25.84
2449,20251127,5,66,99.7,31.99,0.48,1.1,29.79
2450,20240829,3,50,287.44,93.29,1.03,1.95,28.86
2451,20250725,2,241,85.52,24.62,0.37,0.99,38.03
2452,20250531,4,45,658.81,203.91,2.98,3.43,32.62
2453,20250815,4,243,636.18,199.1,3.77,5.56,31.76
2454,20240927,2,212,899.13,274.99,4.13,12.54,33.54
2455,20250619,5,189,1543.16,501.16,6.05,14.15,28.81
2456,20250530,1,111,164.85,54.12,0.81,2.01,27.92
2457,20250603,1,6,1618.1,521.29,10.09,6.88,29.46
2458,20250505,1,4,1856.09,587.94,6.57,12.93,30.81
2459,20250802,5,73,129.48,41.85,0.34,1.72,29.2
2460,20251112,4,120,1451.91,451.72,4.6,13.66,32.22
2461,20250825,3,15,909.43,273.74,3.66,9.07,34.75
2462,20240907,5,59,1081.65,346.6,6.5,14.1,29.89
2463,20250630,2,3,608.36,168.73,1.55,5.74,40.66
2464,20241119,1,32,181.89,60.07,1.02,2.52,27.43
2465,20250518,4,232,847.72,265.13,4.5,10.98,31.81
2466,20240828,4,178,313.79,100.83,1.94,3.45,29.67
2467,20240101,1,86,2516.26,846.27,12.37,14.85,25.92
2468,20240801,2,217,68.29,19.94,0.24,0.69,37.0
2469,20240330,2,115,1590.79,493.97,9.95,16.07,32.37
2470,20241211,2,8,651.63,189.0,2.62,7.28,37.49
2471,20240425,5,180,1623.07,560.48,9.65,17.46,23.67
2472,20240710,3,206,71.39,22.85,0.24,0.92,29.97
2473,20240428,2,35,1086.51,323.43,2.86,9.28,35.58
2474,20250531,1,18,1137.27,372.98,7.05,14.93,28.01
2475,20240515,2,143,528.58,157.5,2.5,5.06,35.51
2476,20251205,5,149,1679.22,515.39,9.58,19.82,33.27
2477,20250909,5,180,1655.93,518.17,9.63,20.25,31.77
2478,20241130,4,68,867.39,280.06,4.86,3.58,29.28
2479,20240212,1,43,1852.38,614.99,10.35,25.91,27.0
2480,20240819,1,145,128.81,43.13,0.4,0.52,26.3
2481,20240716,2,26,297.82,91.29,1.93,2.52,33.37
2482,20240525,1,201,862.31,294.12,3.15,10.68,24.73
2483,20250504,5,73,142.11,42.56,0.5,1.51,35.12
2484,20241120,4,62,1441.83,454.93,7.52,19.09,31.12
2485,20251101,4,80,1425.42,419.7,4.89,9.56,36.39
2486,20250219,3,103,125.24,40.95,0.56,1.7,28.26
2487,20240104,5,44,156.05,52.56,0.39,2.18,25.8
2488,20250207,1,218,1316.45,429.22,7.36,15.57,28.49
2489,20240304,3,165,1424.1,464.77,5.19,19.6,28.41
2490,20240703,5,76,715.92,235.42,2.07,8.31,27.79
2491,20250401,1,224,1861.49,617.87,6.65,11.88,27.02
2492,20250211,2,238,87.88,24.24,0.44,1.05,41.04
2493,20250501,3,233,395.65,118.6,2.53,4.38,35.06
2494,20240507,2,217,77.04,23.52,0.31,0.71,33.66
2495,20251207,5,51,955.05,278.15,2.52,4.9,37.19
2496,20240503,1,182,1599.16,555.36,5.59,19.71,23.18
2497,20250411,3,10,849.2,260.23,4.16,10.57,33.39
2498,20240804,5,131,1291.29,431.76,6.44,9.79,26.41
2499,20250203,3,127,983.12,302.96,3.27,4.38,32.96
2500,20241226,4,221,1046.31,332.1,3.95,8.21,30.65
2501,20240910,5,44,133.95,42.67,0.52,1.83,30.37
2502,20250220,3,165,1787.21,562.97,5.95,11.55,31.25
2503,20251014,5,234,1888.85,580.33,8.82,25.5,33.19
2504,20250710,4,203,774.19,237.3,2.28,10.18,33.37
2505,20250302,2,95,1251.95,362.31,6.66,15.44,37.65
2506,20240929,4,124,97.73,31.18,0.36,0.65,30.24
2507,20250908,4,45,848.61,255.06,4.44,11.32,34.86
2508,20240421,1,229,1442.84,484.27,5.97,13.82,26.09
2509,20250324,1,192,1190.74,400.18,7.11,16.11,25.98
2510,20240523,5,180,1354.36,446.51,3.74,13.33,27.58
2511,20240912,1,5,1315.01,443.16,7.6,16.72,25.75
2512,20240118,1,245,1862.79,647.21,5.27,13.91,23.14
2513,20250806,4,101,276.34,83.09,1.6,3.87,34.83
2514,20240830,2,242,609.92,179.17,3.63,3.11,36.56
2515,20250331,4,144,1445.27,452.72,7.68,6.87,31.69
2516,20250324,1,147,1254.76,407.14,6.87,15.34,28.88
2517,20241016,1,58,1414.9,468.5,5.76,18.18,27.22
2518,20250203,1,182,2677.81,907.88,17.27,13.77,25.24
2519,20241122,2,212,1282.62,385.91,3.72,12.08,34.78
2520,20241127,1,147,1303.54,428.34,7.42,6.18,27.85
2521,20240118,1,201,1270.26,427.77,4.67,17.08,25.81
2522,20250121,4,173,866.13,275.67,4.16,6.32,30.43
2523,20240124,2,56,397.17,124.84,1.03,4.89,31.42
2524,20240430,2,19,1272.34,385.26,6.26,7.76,34.3
2525,20240512,3,28,597.94,189.48,2.3,7.8,30.78
2526,20240113,5,180,1780.27,586.78,8.29,10.01,27.6
2527,20241105,1,218,1033.26,342.59,4.56,7.34,27.11
2528,20241205,5,175,170.52,54.66,0.83,1.69,29.86
2529,20240317,5,159,528.51,185.8,2.23,6.03,22.11
2530,20240209,2,110,1502.33,471.43,5.78,17.46,31.55
2531,20241024,1,201,947.56,302.46,5.75,10.55,30.2
2532,20251118,1,246,524.26,163.55,1.48,7.31,32.01
2533,20241122,1,223,1889.98,628.76,9.67,11.27,26.83
2534,20240216,1,47,2176.49,747.58,7.45,15.59,24.13
2535,20240629,3,98,1104.07,348.18,6.82,14.33,31.16
2536,20240614,5,137,838.66,279.27,5.3,4.6,26.75
2537,20250225,5,81,1942.45,623.6,5.93,16.42,29.74
2538,20251215,1,186,2102.31,651.72,5.37,16.78,32.5
2539,20240110,3,99,1396.36,465.77,7.35,8.63,26.61
2540,20241101,4,163,1279.72,408.23,6.14,5.18,30.25
2541,20250519,2,238,84.06,23.11,0.29,1.0,41.27
2542,20240531,1,196,1267.91,423.28,4.22,13.5,26.54
2543,20250720,5,249,1521.57,497.61,8.74,12.46,28.24
2544,20240924,1,157,1548.08,548.21,7.59,8.43,21.47
2545,20250709,4,215,524.92,161.65,2.52,2.37,33.01
2546,20250417,5,189,2062.08,663.08,9.85,15.39,29.61
2547,20250416,4,70,701.46,217.62,2.16,8.32,32.44
2548,20240628,2,26,268.86,80.24,0.71,1.8,35.39
2549,20240707,1,147,947.59,321.35,3.55,4.15,25.22
2550,20251108,1,246,613.26,185.25,2.5,3.28,34.48
2551,20250506,4,215,536.51,165.65,1.66,7.36,32.81
2552,20240627,2,95,891.65,275.98,3.85,5.65,32.62
2553,20251107,1,89,2303.7,697.01,11.5,15.08,34.36
2554,20250205,1,153,1613.06,537.67,4.59,12.39,26.67
2555,20240611,4,205,113.85,36.23,0.39,0.57,30.45
2556,20250725,3,148,1200.45,350.53,7.05,10.53,37.0
2557,20240511,1,223,2093.17,711.76,11.92,16.3,24.99
2558,20250311,5,187,399.6,129.45,2.02,5.26,29.01
2559,20250409,1,125,1764.42,559.18,8.08,18.89,30.77
2560,20250725,3,94,584.64,177.1,2.51,2.82,34.27
2561,20250530,4,203,1102.89,341.98,4.99,5.8,32.48
2562,20240204,3,40,1626.38,542.37,5.51,22.44,26.63
2563,20251015,4,144,1578.7,493.31,4.38,20.45,31.88
2564,20250725,1,248,1853.73,614.55,7.51,12.66,27.12
2565,20240108,2,115,1782.93,554.78,5.74,15.76,32.21
2566,20240827,1,199,140.75,46.99,0.85,1.64,26.53
2567,20250125,1,16,1846.24,601.58,6.73,11.24,28.54
2568,20240129,4,203,1394.03,459.25,7.97,19.44,27.64
2569,20251208,2,97,1321.7,369.28,4.52,11.67,40.15
2570,20240223,1,229,1860.7,647.3,7.32,24.05,23.03
2571,20250601,1,177,118.62,40.44,0.38,1.31,24.78
2572,20241221,5,7,142.94,46.3,0.77,0.67,29.02
2573,20250105,1,154,1849.83,618.88,5.33,22.02,26.36
2574,20250208,1,166,1826.19,584.23,7.47,8.1,30.02
2575,20241128,1,132,608.41,195.01,3.44,6.98,29.87
2576,20240118,1,227,2232.33,772.83,12.33,19.57,23.45
2577,20250928,2,183,647.46,185.98,2.65,3.02,38.19
2578,20240506,4,109,1415.0,465.82,5.05,19.27,27.7
2579,20240627,5,76,535.42,171.7,3.0,6.29,29.83
2580,20240129,1,61,2315.58,797.86,10.28,20.84,23.86
2581,20250710,3,94,562.87,170.66,2.87,5.62,34.2
2582,20240326,1,43,1454.23,509.39,7.87,14.98,22.43
2583,20250521,2,228,1053.06,300.75,2.83,12.43,38.6
2584,20251227,1,133,1539.12,472.51,7.17,6.38,33.25
2585,20241207,4,144,1969.14,644.15,5.53,11.32,28.22
2586,20240317,1,118,163.11,58.11,0.44,1.44,20.93
2587,20241121,1,6,1887.51,616.99,8.58,14.22,28.28
2588,20251115,1,9,122.34,38.62,0.49,1.63,31.09
2589,20250205,4,173,1091.21,351.68,5.25,6.22,29.43
2590,20240525,5,91,1436.03,469.7,6.63,16.13,28.23
2591,20240311,4,30,1343.68,448.25,8.49,10.46,26.6
2592,20241104,1,106,1912.86,627.72,5.72,14.42,27.96
2593,20241216,5,249,2388.07,769.72,9.1,32.59,29.42
2594,20240911,1,169,2037.4,695.81,11.48,13.89,24.62
2595,20250414,4,136,1388.25,429.08,8.21,11.57,32.73
2596,20251109,4,69,620.55,188.25,2.23,3.75,34.16
2597,20240512,3,22,1047.49,332.31,6.34,10.48,30.69
2598,20251101,1,227,1851.91,592.39,5.02,17.34,30.03
2599,20241015,2,42,87.78,25.55,0.25,0.53,37.23
2600,20240424,3,10,703.26,226.37,2.91,4.58,29.53
2601,20250523,3,10,681.43,211.6,4.27,6.91,32.37
2602,20250309,1,191,161.47,50.91,0.67,1.17,31.17
2603,20250123,2,83,1334.91,391.98,7.1,7.32,36.59
2604,20251013,4,72,1536.77,471.73,8.7,10.39,33.26
2605,20240116,1,16,1590.3,551.07,5.7,11.93,23.37
2606,20250824,3,28,717.15,214.92,2.04,6.92,35.08
2607,20240513,3,36,96.72,30.89,0.56,0.82,30.16
2608,20240718,1,27,1414.75,463.36,7.89,12.74,28.12
2609,20240903,1,125,1310.04,431.06,3.95,15.07,27.74
2610,20240517,2,204,1377.49,427.41,8.72,14.5,32.43
2611,20250927,3,40,1342.97,403.59,5.03,7.38,34.87
2612,20250626,2,42,93.94,26.89,0.55,0.64,38.43
2613,20250622,2,3,441.37,124.25,2.66,3.72,39.62
2614,20251005,1,20,1757.67,563.09,5.45,19.16,29.91
2615,20250318,1,37,1890.3,608.68,8.39,24.55,29.5
2616,20250218,3,233,413.49,129.87,1.37,3.94,31.48
2617,20250216,1,181,1974.17,645.47,12.53,9.24,28.26
2618,20240229,2,115,1738.97,528.37,8.76,14.41,34.04
2619,20240609,1,54,1440.61,486.12,4.58,15.68,25.64
2620,20240413,4,215,697.93,233.78,3.77,7.7,26.26
2621,20241205,5,131,1408.86,451.68,4.13,18.62,29.85
2622,20240318,3,102,156.12,50.95,0.48,2.16,28.41
2623,20241025,1,27,1748.32,586.39,10.24,11.18,26.15
2624,20240326,2,241,117.72,34.57,0.76,0.68,36.59
2625,20240321,1,142,614.45,207.78,3.48,4.13,25.46
2626,20250610,1,58,1567.06,511.93,7.06,17.96,28.33
2627,20240424,1,125,1477.82,513.51,4.86,8.74,23.13
2628,20251119,1,77,125.02,40.38,0.42,1.39,29.25
2629,20240209,3,233,500.42,160.17,3.13,2.97,29.98
2630,20251223,1,160,156.02,48.74,0.44,0.87,31.9
2631,20240831,4,45,614.46,197.61,2.47,4.76,29.6
2632,20251007,4,72,1526.04,478.51,6.72,12.47,31.61
2633,20251201,1,229,1725.08,538.5,7.97,14.74,31.96
2634,20250423,1,220,1642.56,517.34,9.8,16.99,31.26
2635,20240404,2,12,705.01,217.74,2.2,5.15,32.79
2636,20250228,3,129,1121.88,357.25,4.45,12.66,30.39
2637,20241005,4,46,976.17,316.98,6.01,10.72,28.82
2638,20241125,4,215,834.86,269.59,4.92,8.14,29.27
2639,20250307,2,42,108.84,30.86,0.49,0.55,39.11
2640,20240517,3,167,793.42,258.65,4.13,7.05,28.5
2641,20250503,1,147,921.05,287.55,4.04,6.11,31.95
2642,20240406,5,189,1734.22,571.95,6.01,12.11,27.55
2643,20241009,3,36,95.47,30.65,0.53,0.48,29.75
2644,20240208,4,136,1455.75,479.29,8.57,19.77,27.69
2645,20241220,1,186,2068.66,687.95,9.38,17.72,26.86
2646,20250805,4,214,654.78,195.75,3.89,9.09,35.26
2647,20251206,3,50,485.81,145.92,2.31,2.62,34.91
2648,20240423,1,71,1949.13,645.79,6.19,21.9,27.17
2649,20240902,1,5,1366.98,451.43,4.87,14.15,27.44
2650,20240314,2,56,311.54,92.35,1.22,2.21,35.89
2651,20251121,2,52,99.53,28.22,0.61,1.08,39.11
2652,20240803,4,45,796.09,258.35,3.92,6.38,28.87
2653,20240511,5,7,139.02,46.23,0.54,1.16,26.86
2654,20250105,2,19,1543.07,469.4,4.46,19.89,33.95
2655,20241031,1,43,1840.49,560.54,10.46,23.06,33.86
2656,20241210,1,64,1524.98,512.94,6.3,9.01,25.91
2657,20250922,5,130,408.17,130.88,1.92,2.68,29.84
2658,20251227,1,2,1843.22,562.77,5.31,22.05,33.67
2659,20250401,5,187,444.92,142.2,2.32,3.49,30.1
2660,20250106,1,157,1971.6,633.12,11.95,20.5,29.72
2661,20241229,1,88,216.09,69.87,0.83,2.32,29.16
2662,20241102,3,13,1271.04,395.6,4.01,12.34,32.19
2663,20250825,4,221,766.09,239.94,4.88,10.72,31.7
2664,20240827,5,137,773.7,269.43,4.62,6.86,22.94
2665,20240113,3,21,1032.54,337.6,4.33,5.04,28.26
2666,20250831,3,233,314.96,90.87,1.84,1.7,37.87
2667,20240429,3,94,592.55,190.87,3.81,8.12,29.47
2668,20250426,3,28,790.76,238.62,2.64,10.0,34.56
2669,20251202,3,219,127.84,37.42,0.53,1.18,36.83
2670,20250526,1,125,1502.97,499.29,6.46,8.35,26.95
2671,20251125,3,49,1403.78,425.68,4.61,8.15,34.19
2672,20240101,3,165,1610.49,541.77,5.77,10.24,25.9
2673,20250918,2,212,1200.67,330.62,3.66,16.48,41.16
2674,20251207,4,69,766.82,224.37,2.02,3.52,36.85
2675,20251018,1,182,2247.25,704.38,9.88,29.21,31.64
2676,20240609,1,246,373.47,125.84,1.2,2.11,25.76
2677,20240329,1,2,1982.65,662.84,8.65,27.29,26.42
2678,20240815,4,144,1241.23,396.65,4.37,8.5,30.11
2679,20240922,1,71,1601.77,524.29,9.84,17.83,28.17
2680,20240205,2,204,1292.55,382.44,4.22,9.09,36.03
2681,20240404,4,101,325.33,109.23,0.92,2.37,26.06
2682,20240919,3,38,1544.07,494.47,4.12,6.62,29.94
2683,20240620,2,217,68.32,20.29,0.43,0.47,35.74
2684,20251007,5,137,997.08,316.59,6.4,9.83,30.62
2685,20250920,1,218,938.53,292.97,3.92,5.4,31.96
2686,20241104,1,147,1359.81,449.93,3.51,6.89,27.28
2687,20240915,1,71,1754.17,604.28,9.11,24.4,23.88
2688,20240408,1,231,1935.33,654.45,4.97,13.13,25.46
2689,20240607,1,157,1840.04,616.56,6.3,12.17,26.23
2690,20240403,4,208,751.11,244.59,2.57,3.3,28.59
2691,20240925,1,220,1994.41,686.72,8.46,22.62,23.92
2692,20251222,5,175,130.81,40.33,0.56,0.59,32.93
2693,20240916,3,134,761.12,233.97,2.72,7.69,33.15
2694,20250202,1,160,201.23,64.59,1.11,2.8,29.75
2695,20240705,2,198,66.45,20.08,0.19,0.32,34.46
2696,20251230,3,23,1931.72,571.56,6.4,26.68,36.03
2697,20250503,5,7,143.36,45.81,0.59,1.51,30.11
2698,20240919,1,194,135.35,44.67,0.87,1.37,27.49
2699,20250811,2,24,487.12,138.38,2.57,6.45,38.98
2700,20251218,5,91,1829.39,551.67,5.52,24.51,34.61
2701,20250801,1,145,141.87,45.01,0.8,1.24,30.68
2702,20240520,4,30,1276.32,412.1,4.49,8.45,29.28
2703,20250217,5,73,154.94,49.78,0.5,1.66,29.68
2704,20241008,1,154,1965.19,658.81,5.12,17.83,26.19
2705,20240513,1,223,2063.6,684.21,13.14,26.13,27.11
2706,20250502,5,66,88.97,28.03,0.35,0.76,31.24
2707,20251202,1,171,201.34,64.24,0.77,2.62,30.24
2708,20240505,4,116,615.28,198.61,3.97,4.44,29.3
2709,20240317,3,98,1854.3,625.05,10.61,8.91,25.73
2710,20250312,1,16,1798.65,598.02,11.04,17.06,26.88
2711,20250204,1,245,1587.13,511.18,8.75,20.28,29.48
2712,20251008,4,1,1347.47,409.36,3.61,14.83,34.05
2713,20250927,4,69,677.43,211.6,1.87,6.46,31.91
2714,20250427,4,136,1496.26,440.56,5.71,20.61,36.39
2715,20240310,1,246,527.63,179.56,2.74,4.67,24.92
2716,20250219,4,109,1746.17,545.99,10.42,12.97,31.83
2717,20250614,4,136,1170.96,369.32,6.86,6.8,31.15
2718,20250724,1,41,1609.13,509.58,5.29,18.54,30.83
2719,20250312,4,136,1508.3,488.09,9.13,7.64,29.1
2720,20241221,3,134,954.1,299.89,2.71,11.21,31.42
2721,20241123,3,225,1417.48,456.77,4.82,18.92,29.44
2722,20251006,1,142,569.5,177.16,3.29,4.42,32.23
2723,20240828,2,212,863.32,255.27,4.7,11.58,36.08
2724,20250708,3,38,1277.67,389.84,4.05,7.15,33.72
2725,20240530,1,63,433.27,141.37,2.39,5.52,28.43
2726,20250301,2,228,1058.47,312.33,5.78,7.89,36.23
2727,20251014,1,154,1950.23,585.46,5.81,8.15,34.95
2728,20250528,1,113,1766.43,556.71,9.43,10.03,31.21
2729,20250326,5,174,129.03,42.21,0.82,1.23,28.22
2730,20250411,1,160,129.42,43.87,0.62,1.1,25.25
2731,20241122,2,57,920.18,280.54,5.11,4.93,33.78
2732,20250129,1,113,1788.96,594.65,6.54,20.47,26.9
2733,20241014,1,210,639.2,215.54,4.03,8.06,25.7
2734,20240207,1,246,612.88,212.01,2.77,3.6,23.52
2735,20250913,3,99,1299.5,370.05,4.71,9.86,38.81
2736,20250515,3,50,347.45,108.79,1.7,2.11,31.72
2737,20240206,1,166,1988.47,697.95,12.26,23.47,22.25
2738,20250729,1,154,1705.46,573.78,4.54,21.04,25.89
2739,20240928,3,233,385.37,124.3,1.66,5.18,29.36
2740,20250328,1,77,164.16,51.94,0.85,1.88,30.9
2741,20240130,5,159,574.48,198.06,3.37,3.12,23.81
2742,20250402,5,51,912.78,291.29,5.91,7.01,30.22
2743,20251117,1,88,189.18,60.48,1.13,1.24,30.07
2744,20250119,1,106,1999.29,642.01,6.36,9.72,29.72
2745,20250820,4,109,1236.3,380.48,3.67,5.54,33.06
2746,20241203,1,192,993.2,339.91,3.33,10.84,24.44
2747,20250603,2,82,89.23,25.66,0.58,0.4,38.11
2748,20240917,2,183,649.3,191.15,1.97,7.34,36.4
2749,20240826,1,229,1431.18,487.69,5.09,18.22,24.81
2750,20250327,3,102,136.44,41.94,0.78,1.89,33.15
2751,20240413,3,78,1308.48,428.87,6.83,14.9,28.06
2752,20250113,3,211,1705.99,519.37,9.47,10.86,33.89
2753,20240830,1,2,1725.49,583.35,4.94,15.09,25.48
2754,20240408,2,212,1267.53,390.25,6.97,10.64,33.03
2755,20241217,2,172,1319.6,385.22,6.06,6.18,37.02
2756,20250712,4,161,265.53,79.53,0.95,2.62,35.12
2757,20250228,4,205,125.62,39.68,0.38,0.57,31.03
2758,20250228,4,30,1620.03,506.62,6.04,11.6,31.82
2759,20240430,1,27,1967.62,677.49,8.85,8.38,23.92
2760,20241226,2,25,95.34,27.23,0.41,0.38,38.6
2761,20240625,2,228,1002.98,291.39,6.52,8.8,37.37
2762,20250330,1,196,1282.56,421.86,6.84,8.69,27.77
2763,20240620,2,217,79.29,23.79,0.21,0.67,35.0
2764,20240726,1,220,1421.64,474.09,6.92,7.9,26.63
2765,20241128,1,196,1394.32,462.86,6.09,13.39,27.01
2766,20240320,3,127,855.6,283.99,3.98,4.3,27.02
2767,20250524,3,10,648.41,198.91,3.3,8.21,33.31
2768,20240522,5,53,894.4,289.32,5.49,7.08,29.13
2769,20251001,3,13,1085.2,317.36,4.54,9.22,36.89
2770,20251022,3,14,1133.34,335.24,4.7,9.47,36.05
2771,20241101,3,105,1496.49,460.02,8.39,18.51,33.15
