target_id,date_id,region_id,department_id,kpi_name,target_value,target_unit,target_period
884,20241201,1,2.0,Operating Margin,35.24,Percent,Monthly
885,20241201,1,3.0,Revenue,1740813.66,EUR,Monthly
886,20241201,1,3.0,Operating Margin,33.03,Percent,Monthly
887,20241201,1,4.0,Revenue,1509006.26,EUR,Monthly
888,20241201,1,4.0,Operating Margin,24.98,Percent,Monthly
889,20241201,1,5.0,Revenue,1044115.55,EUR,Monthly
890,20241201,1,5.0,Operating Margin,17.52,Percent,Monthly
891,20241201,1,6.0,Revenue,402726.11,EUR,Monthly
892,20241201,1,6.0,Operating Margin,29.75,Percent,Monthly
893,20241201,1,7.0,Revenue,809746.06,EUR,Monthly
894,20241201,1,7.0,Operating Margin,29.26,Percent,Monthly
895,20241201,1,8.0,Revenue,609743.61,EUR,Monthly
896,20241201,1,8.0,Operating Margin,25.94,Percent,Monthly
897,20241201,2,1.0,Revenue,181448.19,EUR,Monthly
898,20241201,2,1.0,Operating Margin,42.0,Percent,Monthly
899,20241201,2,2.0,Revenue,228753.36,EUR,Monthly
900,20241201,2,2.0,Operating Margin,42.0,Percent,Monthly
901,20241201,2,3.0,Revenue,1231079.56,EUR,Monthly
902,20241201,2,3.0,Operating Margin,42.0,Percent,Monthly
903,20241201,2,4.0,Revenue,1015957.13,EUR,Monthly
904,20241201,2,4.0,Operating Margin,35.16,Percent,Monthly
905,20241201,2,5.0,Revenue,728127.97,EUR,Monthly
906,20241201,2,5.0,Operating Margin,37.09,Percent,Monthly
907,20241201,2,6.0,Revenue,286791.55,EUR,Monthly
908,20241201,2,6.0,Operating Margin,41.23,Percent,Monthly
909,20241201,2,7.0,Revenue,577231.63,EUR,Monthly
910,20241201,2,7.0,Operating Margin,38.98,Percent,Monthly
911,20241201,2,8.0,Revenue,410183.78,EUR,Monthly
912,20241201,2,8.0,Operating Margin,35.07,Percent,Monthly
913,20241201,3,1.0,Revenue,151466.53,EUR,Monthly
914,20241201,3,1.0,Operating Margin,42.0,Percent,Monthly
915,20241201,3,2.0,Revenue,174346.36,EUR,Monthly
916,20241201,3,2.0,Operating Margin,41.17,Percent,Monthly
917,20241201,3,3.0,Revenue,1006175.86,EUR,Monthly
918,20241201,3,3.0,Operating Margin,39.99,Percent,Monthly
919,20241201,3,4.0,Revenue,828018.48,EUR,Monthly
920,20241201,3,4.0,Operating Margin,32.01,Percent,Monthly
921,20241201,3,5.0,Revenue,570325.51,EUR,Monthly
922,20241201,3,5.0,Operating Margin,30.37,Percent,Monthly
923,20241201,3,6.0,Revenue,212460.1,EUR,Monthly
924,20241201,3,6.0,Operating Margin,37.61,Percent,Monthly
925,20241201,3,7.0,Revenue,430154.37,EUR,Monthly
926,20241201,3,7.0,Operating Margin,35.91,Percent,Monthly
927,20241201,3,8.0,Revenue,317388.44,EUR,Monthly
928,20241201,3,8.0,Operating Margin,33.21,Percent,Monthly
929,20241201,4,1.0,Revenue,87410.87,EUR,Monthly
930,20241201,4,1.0,Operating Margin,42.0,Percent,Monthly
931,20241201,4,2.0,Revenue,108012.11,EUR,Monthly
932,20241201,4,2.0,Operating Margin,42.0,Percent,Monthly
933,20241201,4,3.0,Revenue,588245.96,EUR,Monthly
934,20241201,4,3.0,Operating Margin,42.0,Percent,Monthly
935,20241201,4,4.0,Revenue,469178.25,EUR,Monthly
936,20241201,4,4.0,Operating Margin,33.94,Percent,Monthly
937,20241201,4,5.0,Revenue,354923.27,EUR,Monthly
938,20241201,4,5.0,Operating Margin,31.12,Percent,Monthly
939,20241201,4,6.0,Revenue,126553.76,EUR,Monthly
940,20241201,4,6.0,Operating Margin,38.05,Percent,Monthly
941,20241201,4,7.0,Revenue,247395.5,EUR,Monthly
942,20241201,4,7.0,Operating Margin,35.64,Percent,Monthly
943,20241201,4,8.0,Revenue,207029.67,EUR,Monthly
944,20241201,4,8.0,Operating Margin,31.29,Percent,Monthly
945,20241201,5,1.0,Revenue,37156.27,EUR,Monthly
946,20241201,5,1.0,Operating Margin,42.0,Percent,Monthly
947,20241201,5,2.0,Revenue,47506.34,EUR,Monthly
948,20241201,5,2.0,Operating Margin,35.27,Percent,Monthly
949,20241201,5,3.0,Revenue,234344.06,EUR,Monthly
950,20241201,5,3.0,Operating Margin,36.96,Percent,Monthly
951,20241201,5,4.0,Revenue,209617.81,EUR,Monthly
952,20241201,5,4.0,Operating Margin,23.83,Percent,Monthly
953,20241201,5,5.0,Revenue,156711.53,EUR,Monthly
954,20241201,5,5.0,Operating Margin,22.55,Percent,Monthly
955,20241201,5,6.0,Revenue,55163.42,EUR,Monthly
956,20241201,5,6.0,Operating Margin,32.85,Percent,Monthly
957,20241201,5,7.0,Revenue,108878.75,EUR,Monthly
958,20241201,5,7.0,Operating Margin,30.24,Percent,Monthly
959,20241201,5,8.0,Revenue,86760.92,EUR,Monthly
960,20241201,5,8.0,Operating Margin,25.38,Percent,Monthly
961,20250101,1,1.0,Revenue,236284.91,EUR,Monthly
962,20250101,1,1.0,Operating Margin,39.31,Percent,Monthly
963,20250101,1,2.0,Revenue,307345.43,EUR,Monthly
964,20250101,1,2.0,Operating Margin,31.98,Percent,Monthly
965,20250101,1,3.0,Revenue,1563962.5,EUR,Monthly
966,20250101,1,3.0,Operating Margin,34.28,Percent,Monthly
967,20250101,1,4.0,Revenue,1298208.49,EUR,Monthly
968,20250101,1,4.0,Operating Margin,23.07,Percent,Monthly
969,20250101,1,5.0,Revenue,1005501.71,EUR,Monthly
970,20250101,1,5.0,Operating Margin,19.3,Percent,Monthly
971,20250101,1,6.0,Revenue,384300.57,EUR,Monthly
972,20250101,1,6.0,Operating Margin,30.45,Percent,Monthly
973,20250101,1,7.0,Revenue,726855.43,EUR,Monthly
974,20250101,1,7.0,Operating Margin,26.17,Percent,Monthly
975,20250101,1,8.0,Revenue,564956.56,EUR,Monthly
976,20250101,1,8.0,Operating Margin,24.76,Percent,Monthly
977,20250101,2,1.0,Revenue,171475.61,EUR,Monthly
978,20250101,2,1.0,Operating Margin,42.0,Percent,Monthly
979,20250101,2,2.0,Revenue,209363.12,EUR,Monthly
980,20250101,2,2.0,Operating Margin,42.0,Percent,Monthly
981,20250101,2,3.0,Revenue,1052464.61,EUR,Monthly
982,20250101,2,3.0,Operating Margin,40.64,Percent,Monthly
983,20250101,2,4.0,Revenue,908516.0,EUR,Monthly
984,20250101,2,4.0,Operating Margin,34.18,Percent,Monthly
985,20250101,2,5.0,Revenue,672747.06,EUR,Monthly
986,20250101,2,5.0,Operating Margin,37.15,Percent,Monthly
987,20250101,2,6.0,Revenue,261658.57,EUR,Monthly
988,20250101,2,6.0,Operating Margin,42.0,Percent,Monthly
989,20250101,2,7.0,Revenue,487447.05,EUR,Monthly
990,20250101,2,7.0,Operating Margin,39.93,Percent,Monthly
991,20250101,2,8.0,Revenue,383127.95,EUR,Monthly
992,20250101,2,8.0,Operating Margin,36.15,Percent,Monthly
993,20250101,3,1.0,Revenue,129749.59,EUR,Monthly
994,20250101,3,1.0,Operating Margin,42.0,Percent,Monthly
995,20250101,3,2.0,Revenue,164568.14,EUR,Monthly
996,20250101,3,2.0,Operating Margin,39.71,Percent,Monthly
997,20250101,3,3.0,Revenue,840452.18,EUR,Monthly
998,20250101,3,3.0,Operating Margin,40.91,Percent,Monthly
999,20250101,3,4.0,Revenue,749641.29,EUR,Monthly
1000,20250101,3,4.0,Operating Margin,33.1,Percent,Monthly
1001,20250101,3,5.0,Revenue,544213.21,EUR,Monthly
1002,20250101,3,5.0,Operating Margin,28.87,Percent,Monthly
1003,20250101,3,6.0,Revenue,211478.64,EUR,Monthly
1004,20250101,3,6.0,Operating Margin,38.29,Percent,Monthly
1005,20250101,3,7.0,Revenue,413578.5,EUR,Monthly
1006,20250101,3,7.0,Operating Margin,36.07,Percent,Monthly
1007,20250101,3,8.0,Revenue,288402.12,EUR,Monthly
1008,20250101,3,8.0,Operating Margin,28.82,Percent,Monthly
1009,20250101,4,1.0,Revenue,76279.68,EUR,Monthly
1010,20250101,4,1.0,Operating Margin,42.0,Percent,Monthly
1011,20250101,4,2.0,Revenue,96391.06,EUR,Monthly
1012,20250101,4,2.0,Operating Margin,40.33,Percent,Monthly
1013,20250101,4,3.0,Revenue,503391.64,EUR,Monthly
1014,20250101,4,3.0,Operating Margin,42.0,Percent,Monthly
1015,20250101,4,4.0,Revenue,424302.75,EUR,Monthly
1016,20250101,4,4.0,Operating Margin,30.75,Percent,Monthly
1017,20250101,4,5.0,Revenue,311786.65,EUR,Monthly
1018,20250101,4,5.0,Operating Margin,24.11,Percent,Monthly
1019,20250101,4,6.0,Revenue,122755.29,EUR,Monthly
1020,20250101,4,6.0,Operating Margin,38.38,Percent,Monthly
1021,20250101,4,7.0,Revenue,239849.72,EUR,Monthly
1022,20250101,4,7.0,Operating Margin,33.27,Percent,Monthly
1023,20250101,4,8.0,Revenue,178767.07,EUR,Monthly
1024,20250101,4,8.0,Operating Margin,33.18,Percent,Monthly
1025,20250101,5,1.0,Revenue,34284.26,EUR,Monthly
1026,20250101,5,1.0,Operating Margin,37.41,Percent,Monthly
1027,20250101,5,2.0,Revenue,41984.65,EUR,Monthly
1028,20250101,5,2.0,Operating Margin,32.73,Percent,Monthly
1029,20250101,5,3.0,Revenue,211009.72,EUR,Monthly
1030,20250101,5,3.0,Operating Margin,34.78,Percent,Monthly
1031,20250101,5,4.0,Revenue,188053.88,EUR,Monthly
1032,20250101,5,4.0,Operating Margin,17.55,Percent,Monthly
1033,20250101,5,5.0,Revenue,138073.0,EUR,Monthly
1034,20250101,5,5.0,Operating Margin,12.41,Percent,Monthly
1035,20250101,5,6.0,Revenue,49034.68,EUR,Monthly
1036,20250101,5,6.0,Operating Margin,26.33,Percent,Monthly
1037,20250101,5,7.0,Revenue,99754.87,EUR,Monthly
1038,20250101,5,7.0,Operating Margin,25.73,Percent,Monthly
1039,20250101,5,8.0,Revenue,78641.5,EUR,Monthly
1040,20250101,5,8.0,Operating Margin,21.69,Percent,Monthly
1041,20250201,1,1.0,Revenue,246881.84,EUR,Monthly
1042,20250201,1,1.0,Operating Margin,41.56,Percent,Monthly
1043,20250201,1,2.0,Revenue,313413.65,EUR,Monthly
1044,20250201,1,2.0,Operating Margin,33.46,Percent,Monthly
1045,20250201,1,3.0,Revenue,1549648.3,EUR,Monthly
1046,20250201,1,3.0,Operating Margin,34.71,Percent,Monthly
1047,20250201,1,4.0,Revenue,1348386.17,EUR,Monthly
1048,20250201,1,4.0,Operating Margin,24.6,Percent,Monthly
1049,20250201,1,5.0,Revenue,989850.89,EUR,Monthly
1050,20250201,1,5.0,Operating Margin,17.47,Percent,Monthly
1051,20250201,1,6.0,Revenue,367050.29,EUR,Monthly
1052,20250201,1,6.0,Operating Margin,29.33,Percent,Monthly
1053,20250201,1,7.0,Revenue,723378.13,EUR,Monthly
1054,20250201,1,7.0,Operating Margin,26.39,Percent,Monthly
1055,20250201,1,8.0,Revenue,598999.72,EUR,Monthly
1056,20250201,1,8.0,Operating Margin,26.26,Percent,Monthly
1057,20250201,2,1.0,Revenue,179371.7,EUR,Monthly
1058,20250201,2,1.0,Operating Margin,42.0,Percent,Monthly
1059,20250201,2,2.0,Revenue,214992.67,EUR,Monthly
1060,20250201,2,2.0,Operating Margin,42.0,Percent,Monthly
1061,20250201,2,3.0,Revenue,1093640.8,EUR,Monthly
1062,20250201,2,3.0,Operating Margin,39.98,Percent,Monthly
1063,20250201,2,4.0,Revenue,954499.75,EUR,Monthly
1064,20250201,2,4.0,Operating Margin,33.41,Percent,Monthly
1065,20250201,2,5.0,Revenue,712290.99,EUR,Monthly
1066,20250201,2,5.0,Operating Margin,37.5,Percent,Monthly
1067,20250201,2,6.0,Revenue,257547.44,EUR,Monthly
1068,20250201,2,6.0,Operating Margin,40.29,Percent,Monthly
1069,20250201,2,7.0,Revenue,503524.6,EUR,Monthly
1070,20250201,2,7.0,Operating Margin,37.49,Percent,Monthly
1071,20250201,2,8.0,Revenue,383498.39,EUR,Monthly
1072,20250201,2,8.0,Operating Margin,33.3,Percent,Monthly
1073,20250201,3,1.0,Revenue,130661.42,EUR,Monthly
1074,20250201,3,1.0,Operating Margin,42.0,Percent,Monthly
1075,20250201,3,2.0,Revenue,165844.14,EUR,Monthly
1076,20250201,3,2.0,Operating Margin,40.44,Percent,Monthly
1077,20250201,3,3.0,Revenue,872831.69,EUR,Monthly
1078,20250201,3,3.0,Operating Margin,40.08,Percent,Monthly
1079,20250201,3,4.0,Revenue,724057.6,EUR,Monthly
1080,20250201,3,4.0,Operating Margin,32.01,Percent,Monthly
1081,20250201,3,5.0,Revenue,555095.7,EUR,Monthly
1082,20250201,3,5.0,Operating Margin,27.33,Percent,Monthly
1083,20250201,3,6.0,Revenue,211457.46,EUR,Monthly
1084,20250201,3,6.0,Operating Margin,39.1,Percent,Monthly
1085,20250201,3,7.0,Revenue,395757.59,EUR,Monthly
1086,20250201,3,7.0,Operating Margin,35.11,Percent,Monthly
1087,20250201,3,8.0,Revenue,326038.6,EUR,Monthly
1088,20250201,3,8.0,Operating Margin,32.32,Percent,Monthly
1089,20250201,4,1.0,Revenue,81274.45,EUR,Monthly
1090,20250201,4,1.0,Operating Margin,42.0,Percent,Monthly
1091,20250201,4,2.0,Revenue,98745.94,EUR,Monthly
1092,20250201,4,2.0,Operating Margin,41.33,Percent,Monthly
1093,20250201,4,3.0,Revenue,539549.77,EUR,Monthly
1094,20250201,4,3.0,Operating Margin,41.36,Percent,Monthly
1095,20250201,4,4.0,Revenue,452338.94,EUR,Monthly
1096,20250201,4,4.0,Operating Margin,34.62,Percent,Monthly
1097,20250201,4,5.0,Revenue,308810.28,EUR,Monthly
1098,20250201,4,5.0,Operating Margin,28.8,Percent,Monthly
1099,20250201,4,6.0,Revenue,117972.75,EUR,Monthly
1100,20250201,4,6.0,Operating Margin,41.25,Percent,Monthly
1101,20250201,4,7.0,Revenue,239056.45,EUR,Monthly
1102,20250201,4,7.0,Operating Margin,35.67,Percent,Monthly
1103,20250201,4,8.0,Revenue,188509.69,EUR,Monthly
1104,20250201,4,8.0,Operating Margin,30.46,Percent,Monthly
1105,20250201,5,1.0,Revenue,33643.5,EUR,Monthly
1106,20250201,5,1.0,Operating Margin,39.6,Percent,Monthly
1107,20250201,5,2.0,Revenue,43602.47,EUR,Monthly
1108,20250201,5,2.0,Operating Margin,33.64,Percent,Monthly
1109,20250201,5,3.0,Revenue,228257.74,EUR,Monthly
1110,20250201,5,3.0,Operating Margin,38.46,Percent,Monthly
1111,20250201,5,4.0,Revenue,194516.36,EUR,Monthly
1112,20250201,5,4.0,Operating Margin,22.32,Percent,Monthly
1113,20250201,5,5.0,Revenue,141732.69,EUR,Monthly
1114,20250201,5,5.0,Operating Margin,14.23,Percent,Monthly
1115,20250201,5,6.0,Revenue,52591.93,EUR,Monthly
1116,20250201,5,6.0,Operating Margin,29.97,Percent,Monthly
1117,20250201,5,7.0,Revenue,106068.07,EUR,Monthly
1118,20250201,5,7.0,Operating Margin,25.95,Percent,Monthly
1119,20250201,5,8.0,Revenue,81720.73,EUR,Monthly
1120,20250201,5,8.0,Operating Margin,23.27,Percent,Monthly
1121,20250301,1,1.0,Revenue,271184.6,EUR,Monthly
1122,20250301,1,1.0,Operating Margin,39.54,Percent,Monthly
1123,20250301,1,2.0,Revenue,311680.53,EUR,Monthly
1124,20250301,1,2.0,Operating Margin,33.66,Percent,Monthly
1125,20250301,1,3.0,Revenue,1745207.61,EUR,Monthly
1126,20250301,1,3.0,Operating Margin,34.85,Percent,Monthly
1127,20250301,1,4.0,Revenue,1413436.02,EUR,Monthly
1128,20250301,1,4.0,Operating Margin,21.68,Percent,Monthly
1129,20250301,1,5.0,Revenue,1093744.4,EUR,Monthly
1130,20250301,1,5.0,Operating Margin,16.43,Percent,Monthly
1131,20250301,1,6.0,Revenue,397028.79,EUR,Monthly
1132,20250301,1,6.0,Operating Margin,31.48,Percent,Monthly
1133,20250301,1,7.0,Revenue,769929.07,EUR,Monthly
1134,20250301,1,7.0,Operating Margin,25.87,Percent,Monthly
1135,20250301,1,8.0,Revenue,603866.45,EUR,Monthly
1136,20250301,1,8.0,Operating Margin,23.06,Percent,Monthly
1137,20250301,2,1.0,Revenue,182451.32,EUR,Monthly
1138,20250301,2,1.0,Operating Margin,42.0,Percent,Monthly
1139,20250301,2,2.0,Revenue,229344.53,EUR,Monthly
1140,20250301,2,2.0,Operating Margin,42.0,Percent,Monthly
1141,20250301,2,3.0,Revenue,1225370.79,EUR,Monthly
1142,20250301,2,3.0,Operating Margin,40.96,Percent,Monthly
1143,20250301,2,4.0,Revenue,946879.04,EUR,Monthly
1144,20250301,2,4.0,Operating Margin,35.83,Percent,Monthly
1145,20250301,2,5.0,Revenue,686241.36,EUR,Monthly
1146,20250301,2,5.0,Operating Margin,38.89,Percent,Monthly
1147,20250301,2,6.0,Revenue,274507.79,EUR,Monthly
1148,20250301,2,6.0,Operating Margin,42.0,Percent,Monthly
1149,20250301,2,7.0,Revenue,560308.0,EUR,Monthly
1150,20250301,2,7.0,Operating Margin,37.17,Percent,Monthly
1151,20250301,2,8.0,Revenue,423396.89,EUR,Monthly
1152,20250301,2,8.0,Operating Margin,36.76,Percent,Monthly
1153,20250301,3,1.0,Revenue,142267.27,EUR,Monthly
1154,20250301,3,1.0,Operating Margin,42.0,Percent,Monthly
1155,20250301,3,2.0,Revenue,177674.32,EUR,Monthly
1156,20250301,3,2.0,Operating Margin,41.09,Percent,Monthly
1157,20250301,3,3.0,Revenue,889125.71,EUR,Monthly
1158,20250301,3,3.0,Operating Margin,37.18,Percent,Monthly
1159,20250301,3,4.0,Revenue,762089.83,EUR,Monthly
1160,20250301,3,4.0,Operating Margin,27.8,Percent,Monthly
1161,20250301,3,5.0,Revenue,559492.37,EUR,Monthly
1162,20250301,3,5.0,Operating Margin,26.8,Percent,Monthly
1163,20250301,3,6.0,Revenue,224294.81,EUR,Monthly
1164,20250301,3,6.0,Operating Margin,37.87,Percent,Monthly
1165,20250301,3,7.0,Revenue,432542.98,EUR,Monthly
1166,20250301,3,7.0,Operating Margin,31.89,Percent,Monthly
1167,20250301,3,8.0,Revenue,323530.36,EUR,Monthly
1168,20250301,3,8.0,Operating Margin,30.58,Percent,Monthly
1169,20250301,4,1.0,Revenue,83138.41,EUR,Monthly
1170,20250301,4,1.0,Operating Margin,42.0,Percent,Monthly
1171,20250301,4,2.0,Revenue,106124.47,EUR,Monthly
1172,20250301,4,2.0,Operating Margin,41.53,Percent,Monthly
1173,20250301,4,3.0,Revenue,554155.09,EUR,Monthly
1174,20250301,4,3.0,Operating Margin,42.0,Percent,Monthly
1175,20250301,4,4.0,Revenue,475953.16,EUR,Monthly
1176,20250301,4,4.0,Operating Margin,34.09,Percent,Monthly
1177,20250301,4,5.0,Revenue,335534.32,EUR,Monthly
1178,20250301,4,5.0,Operating Margin,27.53,Percent,Monthly
1179,20250301,4,6.0,Revenue,120315.67,EUR,Monthly
1180,20250301,4,6.0,Operating Margin,37.45,Percent,Monthly
1181,20250301,4,7.0,Revenue,250330.34,EUR,Monthly
1182,20250301,4,7.0,Operating Margin,33.32,Percent,Monthly
1183,20250301,4,8.0,Revenue,192133.22,EUR,Monthly
1184,20250301,4,8.0,Operating Margin,31.01,Percent,Monthly
1185,20250301,5,1.0,Revenue,34096.0,EUR,Monthly
1186,20250301,5,1.0,Operating Margin,37.08,Percent,Monthly
1187,20250301,5,2.0,Revenue,43529.01,EUR,Monthly
1188,20250301,5,2.0,Operating Margin,28.74,Percent,Monthly
1189,20250301,5,3.0,Revenue,242332.13,EUR,Monthly
1190,20250301,5,3.0,Operating Margin,33.36,Percent,Monthly
1191,20250301,5,4.0,Revenue,197263.77,EUR,Monthly
1192,20250301,5,4.0,Operating Margin,13.59,Percent,Monthly
1193,20250301,5,5.0,Revenue,145276.13,EUR,Monthly
1194,20250301,5,5.0,Operating Margin,8.98,Percent,Monthly
1195,20250301,5,6.0,Revenue,53176.54,EUR,Monthly
1196,20250301,5,6.0,Operating Margin,26.15,Percent,Monthly
1197,20250301,5,7.0,Revenue,105444.15,EUR,Monthly
1198,20250301,5,7.0,Operating Margin,18.71,Percent,Monthly
1199,20250301,5,8.0,Revenue,80660.89,EUR,Monthly
1200,20250301,5,8.0,Operating Margin,20.79,Percent,Monthly
1201,20250401,1,1.0,Revenue,256364.77,EUR,Monthly
1202,20250401,1,1.0,Operating Margin,39.7,Percent,Monthly
1203,20250401,1,2.0,Revenue,336949.52,EUR,Monthly
1204,20250401,1,2.0,Operating Margin,36.42,Percent,Monthly
1205,20250401,1,3.0,Revenue,1784159.16,EUR,Monthly
1206,20250401,1,3.0,Operating Margin,35.83,Percent,Monthly
1207,20250401,1,4.0,Revenue,1546110.29,EUR,Monthly
1208,20250401,1,4.0,Operating Margin,26.24,Percent,Monthly
1209,20250401,1,5.0,Revenue,1035423.67,EUR,Monthly
1210,20250401,1,5.0,Operating Margin,19.81,Percent,Monthly
1211,20250401,1,6.0,Revenue,397437.51,EUR,Monthly
1212,20250401,1,6.0,Operating Margin,33.39,Percent,Monthly
1213,20250401,1,7.0,Revenue,800629.01,EUR,Monthly
1214,20250401,1,7.0,Operating Margin,27.42,Percent,Monthly
1215,20250401,1,8.0,Revenue,619981.48,EUR,Monthly
1216,20250401,1,8.0,Operating Margin,26.18,Percent,Monthly
1217,20250401,2,1.0,Revenue,189917.71,EUR,Monthly
1218,20250401,2,1.0,Operating Margin,42.0,Percent,Monthly
1219,20250401,2,2.0,Revenue,230678.69,EUR,Monthly
1220,20250401,2,2.0,Operating Margin,42.0,Percent,Monthly
1221,20250401,2,3.0,Revenue,1234930.24,EUR,Monthly
1222,20250401,2,3.0,Operating Margin,42.0,Percent,Monthly
1223,20250401,2,4.0,Revenue,973830.21,EUR,Monthly
1224,20250401,2,4.0,Operating Margin,37.39,Percent,Monthly
1225,20250401,2,5.0,Revenue,741238.87,EUR,Monthly
1226,20250401,2,5.0,Operating Margin,39.59,Percent,Monthly
1227,20250401,2,6.0,Revenue,266416.73,EUR,Monthly
1228,20250401,2,6.0,Operating Margin,42.0,Percent,Monthly
1229,20250401,2,7.0,Revenue,590741.6,EUR,Monthly
1230,20250401,2,7.0,Operating Margin,40.24,Percent,Monthly
1231,20250401,2,8.0,Revenue,420407.56,EUR,Monthly
1232,20250401,2,8.0,Operating Margin,35.58,Percent,Monthly
1233,20250401,3,1.0,Revenue,143233.11,EUR,Monthly
1234,20250401,3,1.0,Operating Margin,42.0,Percent,Monthly
1235,20250401,3,2.0,Revenue,177545.49,EUR,Monthly
1236,20250401,3,2.0,Operating Margin,40.69,Percent,Monthly
1237,20250401,3,3.0,Revenue,978243.3,EUR,Monthly
1238,20250401,3,3.0,Operating Margin,38.46,Percent,Monthly
1239,20250401,3,4.0,Revenue,857947.47,EUR,Monthly
1240,20250401,3,4.0,Operating Margin,31.17,Percent,Monthly
1241,20250401,3,5.0,Revenue,584826.61,EUR,Monthly
1242,20250401,3,5.0,Operating Margin,27.02,Percent,Monthly
1243,20250401,3,6.0,Revenue,233887.57,EUR,Monthly
1244,20250401,3,6.0,Operating Margin,36.15,Percent,Monthly
1245,20250401,3,7.0,Revenue,444035.61,EUR,Monthly
1246,20250401,3,7.0,Operating Margin,33.47,Percent,Monthly
1247,20250401,3,8.0,Revenue,328881.88,EUR,Monthly
1248,20250401,3,8.0,Operating Margin,30.28,Percent,Monthly
1249,20250401,4,1.0,Revenue,86406.6,EUR,Monthly
1250,20250401,4,1.0,Operating Margin,42.0,Percent,Monthly
1251,20250401,4,2.0,Revenue,109605.98,EUR,Monthly
1252,20250401,4,2.0,Operating Margin,40.72,Percent,Monthly
1253,20250401,4,3.0,Revenue,573764.62,EUR,Monthly
1254,20250401,4,3.0,Operating Margin,40.78,Percent,Monthly
1255,20250401,4,4.0,Revenue,478907.78,EUR,Monthly
1256,20250401,4,4.0,Operating Margin,30.53,Percent,Monthly
1257,20250401,4,5.0,Revenue,351804.9,EUR,Monthly
1258,20250401,4,5.0,Operating Margin,22.51,Percent,Monthly
1259,20250401,4,6.0,Revenue,130690.06,EUR,Monthly
1260,20250401,4,6.0,Operating Margin,36.47,Percent,Monthly
1261,20250401,4,7.0,Revenue,265582.66,EUR,Monthly
1262,20250401,4,7.0,Operating Margin,34.07,Percent,Monthly
1263,20250401,4,8.0,Revenue,203345.12,EUR,Monthly
1264,20250401,4,8.0,Operating Margin,29.07,Percent,Monthly
1265,20250401,5,1.0,Revenue,37953.55,EUR,Monthly
1266,20250401,5,1.0,Operating Margin,39.5,Percent,Monthly
1267,20250401,5,2.0,Revenue,45133.25,EUR,Monthly
1268,20250401,5,2.0,Operating Margin,30.89,Percent,Monthly
1269,20250401,5,3.0,Revenue,243224.29,EUR,Monthly
1270,20250401,5,3.0,Operating Margin,36.98,Percent,Monthly
1271,20250401,5,4.0,Revenue,199991.45,EUR,Monthly
1272,20250401,5,4.0,Operating Margin,18.98,Percent,Monthly
1273,20250401,5,5.0,Revenue,148715.42,EUR,Monthly
1274,20250401,5,5.0,Operating Margin,12.96,Percent,Monthly
1275,20250401,5,6.0,Revenue,55723.23,EUR,Monthly
1276,20250401,5,6.0,Operating Margin,30.82,Percent,Monthly
1277,20250401,5,7.0,Revenue,115651.18,EUR,Monthly
1278,20250401,5,7.0,Operating Margin,23.83,Percent,Monthly
1279,20250401,5,8.0,Revenue,85035.1,EUR,Monthly
1280,20250401,5,8.0,Operating Margin,20.51,Percent,Monthly
1281,20250501,1,1.0,Revenue,287250.88,EUR,Monthly
1282,20250501,1,1.0,Operating Margin,42.0,Percent,Monthly
1283,20250501,1,2.0,Revenue,343470.56,EUR,Monthly
1284,20250501,1,2.0,Operating Margin,34.86,Percent,Monthly
1285,20250501,1,3.0,Revenue,1748786.58,EUR,Monthly
1286,20250501,1,3.0,Operating Margin,35.46,Percent,Monthly
1287,20250501,1,4.0,Revenue,1554328.54,EUR,Monthly
1288,20250501,1,4.0,Operating Margin,25.13,Percent,Monthly
1289,20250501,1,5.0,Revenue,1107006.21,EUR,Monthly
1290,20250501,1,5.0,Operating Margin,20.3,Percent,Monthly
1291,20250501,1,6.0,Revenue,431083.64,EUR,Monthly
1292,20250501,1,6.0,Operating Margin,30.8,Percent,Monthly
1293,20250501,1,7.0,Revenue,878856.45,EUR,Monthly
1294,20250501,1,7.0,Operating Margin,27.9,Percent,Monthly
1295,20250501,1,8.0,Revenue,597099.15,EUR,Monthly
1296,20250501,1,8.0,Operating Margin,26.25,Percent,Monthly
1297,20250501,2,1.0,Revenue,195764.14,EUR,Monthly
1298,20250501,2,1.0,Operating Margin,42.0,Percent,Monthly
1299,20250501,2,2.0,Revenue,250196.11,EUR,Monthly
1300,20250501,2,2.0,Operating Margin,42.0,Percent,Monthly
1301,20250501,2,3.0,Revenue,1251889.29,EUR,Monthly
1302,20250501,2,3.0,Operating Margin,42.0,Percent,Monthly
1303,20250501,2,4.0,Revenue,1046857.12,EUR,Monthly
1304,20250501,2,4.0,Operating Margin,38.61,Percent,Monthly
1305,20250501,2,5.0,Revenue,732016.08,EUR,Monthly
1306,20250501,2,5.0,Operating Margin,38.09,Percent,Monthly
1307,20250501,2,6.0,Revenue,292537.29,EUR,Monthly
1308,20250501,2,6.0,Operating Margin,40.15,Percent,Monthly
1309,20250501,2,7.0,Revenue,554500.82,EUR,Monthly
1310,20250501,2,7.0,Operating Margin,39.57,Percent,Monthly
1311,20250501,2,8.0,Revenue,410714.29,EUR,Monthly
1312,20250501,2,8.0,Operating Margin,36.78,Percent,Monthly
1313,20250501,3,1.0,Revenue,150504.12,EUR,Monthly
1314,20250501,3,1.0,Operating Margin,42.0,Percent,Monthly
1315,20250501,3,2.0,Revenue,195807.07,EUR,Monthly
