request_id,created_at,resolved_at,date_id,customer_id,region_id,asset_id,request_type,priority,status,sla_target_hours,actual_resolution_hours,within_sla
4445,2024-06-26 02:48:00,2024-06-27 19:28:12,20240626,569,4,150.0,Performance Review,Low,Resolved,78.86,40.67,True
4446,2024-11-29 09:31:00,2024-12-01 21:10:36,20241129,89,5,184.0,Preventive Check,Low,Resolved,75.58,59.66,True
4447,2025-12-07 13:56:00,2025-12-08 20:05:36,20251207,175,4,170.0,Outage Investigation,Medium,Resolved,47.26,30.16,True
4448,2025-07-26 22:08:00,2025-07-27 05:08:00,20250726,311,2,26.0,Performance Review,Critical,Resolved,8.75,7.0,True
4449,2025-09-25 14:09:00,2025-09-29 03:00:00,20250925,641,1,185.0,Outage Investigation,Low,Resolved,71.28,84.85,False
4450,2025-03-20 19:29:00,2025-03-23 09:51:48,20250320,635,2,143.0,Installation Support,Low,Resolved,72.6,62.38,True
4451,2025-11-17 20:08:00,2025-11-19 16:36:48,20251117,569,4,176.0,Contract Update,Low,Resolved,72.15,44.48,True
4452,2024-09-22 08:41:00,2024-09-22 20:23:36,20240922,621,2,,Contract Update,High,Resolved,25.41,11.71,True
4453,2025-05-21 20:18:00,2025-05-23 17:29:24,20250521,334,4,144.0,Billing Inquiry,Low,Resolved,72.94,45.19,True
4454,2025-08-03 08:17:00,,20250803,452,2,110.0,Performance Review,Medium,Open,44.8,,
4455,2025-11-23 10:35:00,2025-11-24 05:35:36,20251123,393,3,36.0,Outage Investigation,High,Resolved,21.7,19.01,True
4456,2024-03-11 22:11:00,2024-03-12 01:12:17,20240311,205,1,64.0,Emergency Repair,Low,Cancelled,71.38,,
4457,2025-07-04 00:56:00,2025-07-04 04:50:00,20250704,162,2,87.0,Installation Support,Critical,Resolved,8.57,3.9,True
4458,2025-06-09 05:26:00,,20250609,580,5,81.0,Contract Update,Medium,In Progress,49.23,,
4459,2025-12-24 18:46:00,2025-12-27 11:28:35,20251224,556,4,,Billing Inquiry,Low,Resolved,78.17,64.71,True
4460,2024-02-20 05:21:00,2024-02-20 16:42:00,20240220,112,2,84.0,Installation Support,High,Resolved,22.83,11.35,True
4461,2025-01-18 05:21:00,2025-01-18 23:26:24,20250118,107,5,7.0,Contract Update,High,Resolved,23.54,18.09,True
4462,2024-12-09 20:51:00,2024-12-10 04:22:12,20241209,259,5,249.0,Performance Review,Critical,Resolved,7.42,7.52,False
4463,2024-12-10 04:21:00,2024-12-11 06:13:12,20241210,368,4,176.0,Installation Support,High,Resolved,26.32,25.87,True
4464,2024-01-28 14:58:00,2024-01-30 11:56:12,20240128,25,5,149.0,Outage Investigation,Low,Resolved,71.16,44.97,True
4465,2025-02-05 19:52:00,,20250205,220,5,222.0,Installation Support,Low,In Progress,67.24,,
4466,2025-06-15 11:09:00,2025-06-17 04:12:00,20250615,231,1,58.0,Preventive Check,Medium,Resolved,43.42,41.05,True
4467,2024-10-13 02:33:00,2024-10-13 17:03:00,20241013,468,3,219.0,Emergency Repair,High,Resolved,24.36,14.5,True
4468,2025-05-06 06:47:00,2025-05-10 11:30:12,20250506,456,5,7.0,Preventive Check,Low,Resolved,73.05,100.72,False
4469,2024-12-23 02:18:00,2024-12-23 23:25:12,20241223,178,3,165.0,Outage Investigation,High,Resolved,22.51,21.12,True
4470,2025-06-11 17:25:00,2025-06-12 18:38:12,20250611,277,5,85.0,Installation Support,High,Resolved,26.21,25.22,True
4471,2024-10-01 10:07:00,2024-10-02 09:37:00,20241001,474,1,160.0,Emergency Repair,High,Resolved,22.19,23.5,False
4472,2024-12-25 09:13:00,2024-12-27 20:08:12,20241225,574,3,23.0,Installation Support,Low,Resolved,74.04,58.92,True
4473,2024-03-26 03:44:00,2024-03-26 19:05:41,20240326,94,4,11.0,Preventive Check,Low,Cancelled,71.02,,
4474,2024-10-02 22:03:00,2024-10-04 00:51:36,20241002,454,1,132.0,Emergency Repair,High,Resolved,26.21,26.81,False
4475,2025-02-17 03:58:00,2025-02-19 17:34:36,20250217,220,5,137.0,Preventive Check,Low,Resolved,78.6,61.61,True
4476,2024-10-27 20:12:00,2024-10-31 00:36:36,20241027,276,3,13.0,Preventive Check,Low,Resolved,68.79,76.41,False
4477,2025-11-07 20:24:00,2025-11-08 22:00:00,20251107,495,1,246.0,Emergency Repair,High,Resolved,26.19,25.6,True
4478,2024-09-03 19:09:00,2024-09-05 18:09:00,20240903,670,1,142.0,Emergency Repair,Low,Resolved,68.83,47.0,True
4479,2024-05-31 18:40:00,2024-06-01 18:38:12,20240531,278,1,2.0,Preventive Check,High,Resolved,24.21,23.97,True
4480,2024-11-22 16:20:00,2024-11-24 01:48:47,20241122,379,3,17.0,Contract Update,Medium,Resolved,47.91,33.48,True
4481,2024-08-26 20:29:00,2024-08-28 15:32:36,20240826,604,4,120.0,Emergency Repair,Low,Resolved,77.11,43.06,True
4482,2024-01-30 13:23:00,,20240130,620,3,40.0,Performance Review,Medium,Open,44.68,,
4483,2024-02-19 02:13:00,2024-02-21 07:47:12,20240219,712,1,164.0,Billing Inquiry,Low,Resolved,72.66,53.57,True
4484,2024-08-03 15:12:00,2024-08-04 05:36:00,20240803,724,4,215.0,Contract Update,High,Resolved,25.21,14.4,True
4485,2025-05-23 20:24:00,,20250523,684,4,221.0,Performance Review,Low,In Progress,68.89,,
4486,2024-10-20 12:33:00,,20241020,564,2,84.0,Performance Review,Low,In Progress,65.72,,
4487,2024-08-30 06:33:00,2024-08-31 16:10:11,20240830,63,4,161.0,Contract Update,Medium,Resolved,47.94,33.62,True
4488,2024-09-16 15:59:00,2024-09-17 09:03:47,20240916,310,2,228.0,Outage Investigation,High,Resolved,25.15,17.08,True
4489,2025-10-14 14:36:00,2025-10-16 02:38:59,20251014,276,3,129.0,Installation Support,Medium,Resolved,48.7,36.05,True
4490,2024-05-12 17:11:00,2024-05-14 18:57:12,20240512,179,1,125.0,Preventive Check,Low,Resolved,69.58,49.77,True
4491,2025-10-24 10:19:00,2025-10-24 15:42:20,20251024,422,2,3.0,Emergency Repair,High,Cancelled,26.2,,
4492,2025-08-13 11:33:00,2025-08-15 04:03:36,20250813,514,1,88.0,Installation Support,Medium,Resolved,47.44,40.51,True
4493,2024-07-05 21:41:00,2024-07-08 08:20:00,20240705,412,4,121.0,Emergency Repair,Low,Resolved,65.52,58.65,True
4494,2024-07-27 13:15:00,2024-07-27 18:23:24,20240727,376,1,229.0,Emergency Repair,Critical,Resolved,8.38,5.14,True
4495,2025-12-12 03:10:00,2025-12-13 17:20:48,20251212,32,1,182.0,Outage Investigation,Medium,Resolved,50.54,38.18,True
4496,2024-02-07 04:01:00,2024-02-08 08:49:36,20240207,361,2,207.0,Emergency Repair,Medium,Resolved,47.98,28.81,True
4497,2024-04-03 09:55:00,2024-04-05 13:46:00,20240403,7,4,214.0,Emergency Repair,Low,Resolved,72.78,51.85,True
4498,2025-07-20 17:43:00,2025-07-22 14:21:24,20250720,497,1,41.0,Installation Support,Medium,Resolved,45.39,44.64,True
4499,2025-01-20 13:30:00,2025-01-22 21:25:48,20250120,253,3,28.0,Emergency Repair,Low,Resolved,74.29,55.93,True
4500,2024-01-30 09:17:00,,20240130,199,1,182.0,Installation Support,High,In Progress,22.39,,
4501,2024-07-27 02:59:00,2024-07-27 05:51:43,20240727,629,1,145.0,Emergency Repair,Critical,Cancelled,7.59,,
4502,2024-09-12 09:08:00,2024-09-14 20:57:12,20240912,740,1,89.0,Emergency Repair,Low,Resolved,73.4,59.82,True
4503,2025-05-01 22:15:00,2025-05-03 23:57:36,20250501,48,2,92.0,Installation Support,Medium,Resolved,50.76,49.71,True
4504,2025-09-27 22:30:00,2025-09-28 17:09:00,20250927,276,3,28.0,Emergency Repair,Medium,Resolved,44.38,18.65,True
4505,2025-03-30 09:29:00,2025-04-01 05:35:36,20250330,164,1,118.0,Emergency Repair,Medium,Resolved,45.08,44.11,True
4506,2024-03-23 14:40:00,2024-03-26 04:29:12,20240323,437,1,6.0,Billing Inquiry,Low,Resolved,71.75,61.82,True
4507,2025-09-25 02:48:00,2025-09-25 20:26:24,20250925,311,2,238.0,Preventive Check,High,Resolved,23.74,17.64,True
4508,2025-01-24 23:38:00,2025-01-27 19:15:47,20250124,494,5,234.0,Emergency Repair,Low,Resolved,78.38,67.63,True
4509,2025-01-04 16:10:00,2025-01-05 23:45:24,20250104,262,1,41.0,Preventive Check,Medium,Resolved,43.27,31.59,True
4510,2024-11-28 03:55:00,2024-11-29 10:08:12,20241128,263,5,7.0,Performance Review,High,Resolved,24.03,30.22,False
4511,2025-05-29 05:27:00,2025-06-01 03:33:36,20250529,515,1,43.0,Outage Investigation,Low,Resolved,70.85,70.11,True
4512,2024-09-28 02:06:00,2024-09-28 22:17:24,20240928,41,1,37.0,Outage Investigation,High,Resolved,23.88,20.19,True
4513,2024-01-13 05:51:00,2024-01-16 17:31:48,20240113,43,1,245.0,Outage Investigation,Low,Resolved,78.42,83.68,False
4514,2025-09-08 17:51:00,2025-09-10 07:00:36,20250908,470,2,,Contract Update,Low,Resolved,75.99,37.16,True
4515,2025-02-15 10:37:00,2025-02-18 02:17:12,20250215,238,1,201.0,Billing Inquiry,Low,Resolved,77.29,63.67,True
4516,2024-03-20 07:57:00,2024-03-20 20:25:12,20240320,325,3,94.0,Emergency Repair,High,Resolved,25.34,12.47,True
4517,2025-10-01 19:23:00,2025-10-02 02:29:36,20251001,367,4,163.0,Outage Investigation,Medium,Cancelled,50.14,,
4518,2024-12-18 00:16:00,,20241218,570,2,242.0,Performance Review,Low,In Progress,77.39,,
4519,2025-05-11 11:39:00,,20250511,276,3,50.0,Outage Investigation,Medium,Open,50.35,,
4520,2024-12-29 15:12:00,2024-12-31 09:47:24,20241229,146,2,204.0,Contract Update,Low,Resolved,72.87,42.59,True
4521,2025-03-10 01:51:00,2025-03-11 20:44:24,20250310,226,4,163.0,Preventive Check,Medium,Resolved,48.31,42.89,True
4522,2025-07-05 04:10:00,2025-07-07 21:48:24,20250705,306,3,129.0,Contract Update,Low,Resolved,76.84,65.64,True
4523,2025-02-03 21:45:00,2025-02-04 14:11:24,20250203,676,3,206.0,Contract Update,High,Resolved,26.36,16.44,True
4524,2025-03-24 18:44:00,2025-03-25 22:50:00,20250324,443,5,130.0,Preventive Check,High,Resolved,26.32,28.1,False
4525,2025-04-11 23:59:00,2025-04-14 21:44:36,20250411,468,3,148.0,Performance Review,Low,Resolved,67.86,69.76,False
4526,2024-05-03 19:50:00,2024-05-04 02:42:12,20240503,655,1,,Billing Inquiry,Critical,Resolved,7.23,6.87,True
4527,2024-06-25 13:20:00,2024-06-27 02:00:12,20240625,357,5,85.0,Performance Review,High,Resolved,26.08,36.67,False
4528,2024-03-19 02:30:00,2024-03-22 18:53:24,20240319,339,3,99.0,Installation Support,Low,Resolved,77.52,88.39,False
4529,2025-06-05 06:57:00,2025-06-05 20:01:54,20250605,148,1,9.0,Emergency Repair,Low,Cancelled,73.4,,
4530,2024-04-02 02:01:00,2024-04-02 09:16:00,20240402,276,3,165.0,Installation Support,Critical,Resolved,7.46,7.25,True
4531,2025-11-06 11:20:00,2025-11-06 23:02:47,20251106,282,1,18.0,Contract Update,Medium,Cancelled,47.69,,
4532,2025-10-19 02:44:00,2025-10-20 07:02:00,20251019,41,1,154.0,Outage Investigation,Medium,Resolved,43.6,28.3,True
4533,2025-11-06 16:03:00,2025-11-08 12:05:24,20251106,675,4,136.0,Installation Support,Medium,Resolved,47.53,44.04,True
4534,2025-04-13 09:48:00,2025-04-13 16:27:40,20250413,123,1,2.0,Installation Support,Medium,Cancelled,45.33,,
4535,2024-03-26 12:17:00,2024-03-27 08:23:36,20240326,561,2,228.0,Outage Investigation,High,Resolved,23.96,20.11,True
4536,2024-09-05 11:24:00,2024-09-07 15:40:48,20240905,712,1,27.0,Preventive Check,Medium,Resolved,49.01,52.28,False
4537,2024-06-06 03:56:00,2024-06-07 16:33:48,20240606,453,2,197.0,Performance Review,Low,Resolved,66.11,36.63,True
4538,2024-07-10 23:24:00,2024-07-13 15:13:48,20240710,14,3,13.0,Performance Review,Low,Resolved,76.06,63.83,True
4539,2024-02-29 00:48:00,2024-02-29 13:49:12,20240229,628,4,209.0,Emergency Repair,High,Resolved,23.56,13.02,True
4540,2025-03-31 13:49:00,2025-04-01 13:00:24,20250331,549,4,45.0,Performance Review,Medium,Resolved,46.25,23.19,True
4541,2024-11-15 21:55:00,2024-11-16 06:01:00,20241115,67,1,6.0,Emergency Repair,Critical,Resolved,8.32,8.1,True
4542,2024-01-13 21:30:00,2024-01-15 15:28:12,20240113,312,2,197.0,Billing Inquiry,Medium,Resolved,45.93,41.97,True
4543,2025-08-07 03:23:00,,20250807,59,3,49.0,Preventive Check,Low,In Progress,67.59,,
4544,2025-12-05 18:09:00,2025-12-06 08:09:36,20251205,477,4,116.0,Outage Investigation,High,Resolved,24.27,14.01,True
4545,2025-06-01 09:01:00,2025-06-02 00:21:24,20250601,558,1,201.0,Performance Review,High,Resolved,22.64,15.34,True
4546,2025-08-29 22:39:00,2025-08-30 21:16:48,20250829,175,4,214.0,Contract Update,High,Resolved,24.65,22.63,True
4547,2024-10-20 00:56:00,2024-10-20 14:30:12,20241020,59,3,15.0,Contract Update,High,Resolved,21.9,13.57,True
4548,2024-02-27 14:58:00,2024-02-27 19:41:06,20240227,362,1,237.0,Outage Investigation,Low,Cancelled,78.62,,
4549,2024-09-03 12:28:00,2024-09-04 09:13:00,20240903,353,1,135.0,Installation Support,High,Resolved,24.63,20.75,True
4550,2024-05-19 08:18:00,2024-05-20 10:20:24,20240519,215,5,73.0,Contract Update,High,Resolved,23.42,26.04,False
4551,2025-02-20 03:48:00,,20250220,469,1,227.0,Performance Review,Low,In Progress,68.5,,
4552,2025-11-16 04:57:00,2025-11-19 01:54:00,20251116,407,5,222.0,Emergency Repair,Low,Resolved,72.1,68.95,True
4553,2025-05-22 18:44:00,2025-05-24 00:59:36,20250522,697,2,195.0,Outage Investigation,Medium,Resolved,46.51,30.26,True
4554,2025-03-08 04:28:00,2025-03-09 14:41:12,20250308,81,3,226.0,Performance Review,Medium,Resolved,46.12,34.22,True
4555,2024-03-05 11:18:00,2024-03-06 03:13:12,20240305,500,4,161.0,Contract Update,High,Resolved,26.37,15.92,True
4556,2025-06-09 14:49:00,,20250609,503,2,57.0,Preventive Check,High,Open,24.82,,
4557,2024-02-25 09:26:00,,20240225,196,5,131.0,Installation Support,Medium,In Progress,50.57,,
4558,2024-02-26 18:58:00,2024-02-28 08:10:00,20240226,368,4,215.0,Emergency Repair,Medium,Resolved,48.05,37.2,True
4559,2024-07-18 05:26:00,2024-07-19 18:05:36,20240718,271,1,16.0,Outage Investigation,Medium,Resolved,45.31,36.66,True
4560,2025-07-05 04:58:00,2025-07-07 01:44:12,20250705,273,4,239.0,Outage Investigation,Low,Resolved,78.2,44.77,True
4561,2025-06-26 22:36:00,2025-06-27 14:17:17,20250626,703,5,,Billing Inquiry,Low,Cancelled,75.96,,
4562,2025-12-11 02:44:00,2025-12-11 07:56:45,20251211,342,1,27.0,Billing Inquiry,High,Cancelled,22.87,,
4563,2025-07-04 04:29:00,2025-07-04 10:26:00,20250704,750,3,127.0,Emergency Repair,Critical,Resolved,8.7,5.95,True
4564,2024-10-17 16:01:00,2024-10-18 02:10:59,20241017,163,4,209.0,Installation Support,Low,Cancelled,72.67,,
4565,2024-04-04 15:13:00,2024-04-05 10:12:24,20240404,127,4,162.0,Contract Update,High,Resolved,22.97,18.99,True
4566,2025-12-01 11:38:00,2025-12-04 03:56:00,20251201,374,1,133.0,Outage Investigation,Low,Resolved,71.42,64.3,True
4567,2024-05-21 18:23:00,2024-05-23 00:57:12,20240521,739,3,22.0,Performance Review,Medium,Resolved,44.12,30.57,True
4568,2025-01-05 19:46:00,2025-01-08 15:50:11,20250105,681,4,128.0,Preventive Check,Low,Resolved,66.96,68.07,False
4569,2025-06-30 00:05:00,2025-06-30 10:38:00,20250630,126,3,28.0,Billing Inquiry,High,Resolved,22.96,10.55,True
4570,2025-11-01 05:07:00,2025-11-05 05:07:00,20251101,16,5,7.0,Emergency Repair,Low,Resolved,69.65,96.0,False
4571,2024-07-23 01:52:00,2024-07-25 18:07:36,20240723,191,2,87.0,Billing Inquiry,Low,Resolved,69.94,64.26,True
4572,2025-05-31 06:17:00,2025-06-02 14:02:36,20250531,659,1,9.0,Outage Investigation,Low,Resolved,72.3,55.76,True
4573,2024-11-07 08:10:00,2024-11-08 00:42:24,20241107,699,2,35.0,Preventive Check,High,Resolved,23.9,16.54,True
4574,2024-04-10 20:06:00,2024-04-12 01:37:48,20240410,184,1,157.0,Outage Investigation,High,Resolved,24.89,29.53,False
4575,2024-12-15 04:20:00,,20241215,537,5,230.0,Contract Update,Low,In Progress,67.02,,
4576,2025-11-24 02:15:00,2025-11-25 21:21:00,20251124,631,1,153.0,Billing Inquiry,Low,Resolved,69.03,43.1,True
4577,2025-10-12 20:45:00,2025-10-13 06:31:16,20251012,24,3,94.0,Performance Review,Medium,Cancelled,47.18,,
4578,2025-07-21 09:42:00,2025-07-23 09:47:24,20250721,565,5,174.0,Installation Support,Medium,Resolved,44.18,48.09,False
4579,2024-07-04 13:27:00,2024-07-05 06:04:12,20240704,355,1,54.0,Preventive Check,High,Resolved,24.7,16.62,True
4580,2025-12-07 14:13:00,2025-12-09 06:41:12,20251207,150,1,113.0,Preventive Check,Medium,Resolved,49.64,40.47,True
4581,2024-03-24 17:26:00,2024-03-26 23:19:24,20240324,665,3,28.0,Preventive Check,Low,Resolved,67.03,53.89,True
4582,2025-12-01 01:52:00,2025-12-01 13:28:49,20251201,716,4,150.0,Performance Review,Medium,Cancelled,47.52,,
4583,2025-12-12 22:31:00,2025-12-13 04:50:52,20251212,39,4,205.0,Billing Inquiry,Low,Cancelled,64.98,,
4584,2024-10-01 09:51:00,,20241001,692,1,231.0,Emergency Repair,Low,Open,65.8,,
4585,2025-10-21 14:55:00,2025-10-22 21:22:36,20251021,143,1,118.0,Preventive Check,Medium,Resolved,47.12,30.46,True
4586,2025-03-02 10:42:00,2025-03-04 07:03:00,20250302,207,1,248.0,Emergency Repair,Low,Resolved,69.94,44.35,True
4587,2025-03-24 10:27:00,,20250324,320,4,121.0,Installation Support,Low,In Progress,77.63,,
4588,2024-07-28 09:28:00,2024-07-29 16:16:00,20240728,742,3,190.0,Outage Investigation,Low,Resolved,68.04,30.8,True
4589,2024-02-24 05:46:00,2024-02-25 13:11:12,20240224,515,1,145.0,Contract Update,Medium,Resolved,49.53,31.42,True
4590,2025-04-19 22:31:00,2025-04-22 04:26:12,20250419,386,5,34.0,Installation Support,Medium,Resolved,44.9,53.92,False
4591,2025-01-04 18:20:00,2025-01-05 23:15:48,20250104,161,2,238.0,Emergency Repair,Medium,Resolved,50.85,28.93,True
4592,2025-08-19 15:53:00,2025-08-21 16:02:00,20250819,15,3,127.0,Outage Investigation,Low,Resolved,67.31,48.15,True
4593,2025-07-12 02:00:00,2025-07-14 06:50:24,20250712,630,3,167.0,Emergency Repair,Low,Resolved,69.47,52.84,True
4594,2024-05-09 06:40:00,,20240509,748,3,28.0,Installation Support,Medium,In Progress,51.02,,
4595,2024-11-17 07:24:00,2024-11-18 03:04:48,20241117,264,1,153.0,Installation Support,High,Resolved,24.69,19.68,True
4596,2025-12-21 16:39:00,2025-12-22 09:36:36,20251221,110,2,52.0,Outage Investigation,High,Resolved,24.18,16.96,True
4597,2024-11-16 21:34:00,2024-11-17 13:56:12,20241116,726,1,223.0,Billing Inquiry,High,Resolved,22.08,16.37,True
4598,2025-07-21 14:34:00,2025-07-23 04:07:00,20250721,300,2,87.0,Emergency Repair,Low,Resolved,78.41,37.55,True
4599,2024-09-25 21:49:00,2024-09-26 17:24:24,20240925,143,1,122.0,Contract Update,High,Resolved,24.04,19.59,True
4600,2025-12-16 07:06:00,2025-12-17 12:54:00,20251216,366,2,,Billing Inquiry,Medium,Resolved,52.49,29.8,True
4601,2024-12-05 04:05:00,2024-12-06 21:03:48,20241205,40,1,157.0,Emergency Repair,Medium,Resolved,52.28,40.98,True
4602,2025-06-19 10:34:00,2025-06-20 13:17:48,20250619,31,5,81.0,Preventive Check,High,Resolved,23.3,26.73,False
4603,2025-05-22 05:11:00,2025-05-26 03:07:24,20250522,97,1,58.0,Outage Investigation,Low,Resolved,75.56,93.94,False
4604,2025-10-22 05:34:00,2025-10-22 10:18:24,20251022,379,3,38.0,Performance Review,Critical,Resolved,7.7,4.74,True
4605,2024-09-12 08:38:00,2024-09-12 22:12:22,20240912,344,4,1.0,Billing Inquiry,Medium,Cancelled,44.73,,
4606,2024-08-27 22:39:00,2024-08-28 10:43:12,20240827,70,2,,Billing Inquiry,High,Resolved,25.3,12.07,True
4607,2025-09-19 15:02:00,2025-09-21 00:31:24,20250919,295,4,161.0,Preventive Check,Medium,Resolved,50.93,33.49,True
4608,2024-04-28 00:54:00,2024-04-29 18:32:24,20240428,459,2,,Contract Update,Low,Resolved,77.03,41.64,True
4609,2025-08-09 06:36:00,2025-08-10 08:51:36,20250809,412,4,116.0,Emergency Repair,High,Resolved,24.96,26.26,False
4610,2024-08-31 10:54:00,2024-09-01 01:27:00,20240831,325,3,211.0,Outage Investigation,High,Resolved,22.04,14.55,True
4611,2025-11-18 06:48:00,2025-11-20 10:09:36,20251118,247,5,189.0,Performance Review,Low,Resolved,78.85,51.36,True
4612,2025-06-16 22:42:00,2025-06-17 04:01:48,20250616,637,3,236.0,Emergency Repair,Critical,Resolved,8.52,5.33,True
4613,2024-12-16 11:48:00,2024-12-19 00:27:00,20241216,394,2,,Contract Update,Low,Resolved,76.16,60.65,True
4614,2025-04-02 10:39:00,2025-04-04 12:25:12,20250402,510,3,236.0,Preventive Check,Low,Resolved,69.06,49.77,True
4615,2025-07-22 21:03:00,,20250722,303,2,90.0,Outage Investigation,High,In Progress,23.56,,
4616,2025-11-18 01:55:00,2025-11-20 22:43:36,20251118,263,5,155.0,Contract Update,Low,Resolved,67.77,68.81,False
4617,2025-06-20 07:47:00,2025-06-22 15:15:48,20250620,449,5,33.0,Outage Investigation,Medium,Resolved,49.07,55.48,False
4618,2024-04-13 22:16:00,2024-04-15 00:58:00,20240413,449,5,149.0,Emergency Repair,High,Resolved,21.63,26.7,False
4619,2025-03-05 10:56:00,2025-03-06 04:09:11,20250305,271,1,16.0,Performance Review,High,Resolved,23.08,17.22,True
4620,2024-02-23 12:47:00,2024-02-23 17:29:10,20240223,128,5,189.0,Performance Review,Low,Cancelled,78.81,,
4621,2025-05-06 19:00:00,2025-05-08 13:19:12,20250506,282,1,218.0,Contract Update,Medium,Resolved,43.97,42.32,True
4622,2025-04-01 22:18:00,2025-04-02 10:22:48,20250401,80,3,127.0,Contract Update,High,Resolved,22.86,12.08,True
4623,2024-12-18 10:37:00,,20241218,342,1,79.0,Outage Investigation,Low,In Progress,78.74,,
4624,2024-04-21 22:39:00,2024-04-23 20:57:36,20240421,430,1,169.0,Installation Support,Medium,Resolved,46.43,46.31,True
4625,2024-04-06 13:34:00,2024-04-06 18:52:23,20240406,93,1,119.0,Installation Support,High,Cancelled,21.82,,
4626,2025-10-01 18:05:00,2025-10-02 09:00:12,20251001,156,1,27.0,Emergency Repair,High,Resolved,26.15,14.92,True
4627,2025-11-24 03:54:00,2025-11-25 16:07:12,20251124,178,3,226.0,Outage Investigation,Low,Resolved,78.33,36.22,True
4628,2024-09-08 07:40:00,,20240908,684,4,120.0,Installation Support,High,In Progress,24.13,,
4629,2024-06-11 10:24:00,2024-06-11 23:24:00,20240611,576,1,,Billing Inquiry,High,Resolved,24.66,13.0,True
4630,2025-04-06 02:24:00,,20250406,712,1,,Billing Inquiry,Medium,In Progress,47.07,,
4631,2024-02-10 22:04:00,2024-02-13 08:13:00,20240210,509,1,,Contract Update,Medium,Resolved,51.78,58.15,False
4632,2025-10-23 05:06:00,2025-10-23 15:13:48,20251023,253,3,233.0,Outage Investigation,High,Resolved,24.04,10.13,True
4633,2024-04-23 05:15:00,2024-04-24 01:22:12,20240423,379,3,40.0,Contract Update,High,Resolved,26.23,20.12,True
4634,2025-07-02 07:54:00,2025-07-04 01:29:24,20250702,111,2,82.0,Outage Investigation,Low,Resolved,74.86,41.59,True
4635,2024-08-24 10:16:00,2024-08-25 00:05:48,20240824,238,1,153.0,Emergency Repair,High,Resolved,24.42,13.83,True
4636,2025-11-14 12:27:00,2025-11-18 19:34:48,20251114,17,5,7.0,Performance Review,Low,Resolved,73.67,103.13,False
4637,2024-09-09 11:42:00,2024-09-09 19:45:00,20240909,236,1,,Billing Inquiry,Critical,Resolved,7.87,8.05,False
4638,2025-11-03 15:26:00,2025-11-07 17:32:00,20251103,130,4,136.0,Installation Support,Low,Resolved,77.18,98.1,False
4639,2024-06-11 02:15:00,2024-06-12 15:39:36,20240611,82,1,86.0,Emergency Repair,Medium,Resolved,52.67,37.41,True
4640,2025-05-18 16:27:00,2025-05-22 09:54:36,20250518,455,1,199.0,Outage Investigation,Low,Resolved,73.58,89.46,False
4641,2024-12-26 06:31:00,2024-12-28 16:25:00,20241226,278,1,71.0,Preventive Check,Medium,Resolved,44.76,57.9,False
4642,2024-01-22 23:43:00,2024-01-24 02:46:36,20240122,109,1,54.0,Billing Inquiry,Medium,Resolved,45.04,27.06,True
4643,2024-12-13 17:48:00,2024-12-14 20:19:48,20241213,268,4,150.0,Installation Support,Medium,Resolved,46.88,26.53,True
4644,2024-05-28 02:36:00,2024-05-30 12:43:48,20240528,437,1,164.0,Contract Update,Low,Resolved,72.03,58.13,True
4645,2025-07-18 18:52:00,,20250718,261,4,101.0,Billing Inquiry,Critical,In Progress,7.35,,
4646,2025-03-07 15:15:00,2025-03-09 12:46:12,20250307,199,1,,Contract Update,Medium,Resolved,49.08,45.52,True
4647,2025-08-23 18:00:00,2025-08-26 05:41:24,20250823,706,1,113.0,Performance Review,Medium,Resolved,48.43,59.69,False
4648,2024-07-27 19:05:00,2024-07-30 14:21:12,20240727,510,3,10.0,Installation Support,Low,Resolved,75.29,67.27,True
4649,2025-04-02 23:22:00,,20250402,605,1,179.0,Contract Update,High,Open,25.01,,
4650,2025-08-23 23:10:00,,20250823,405,3,38.0,Outage Investigation,Low,Open,71.3,,
4651,2024-04-20 19:05:00,2024-04-23 11:16:24,20240420,81,3,103.0,Outage Investigation,Low,Resolved,65.31,64.19,True
4652,2024-06-14 01:15:00,2024-06-15 19:18:36,20240614,185,1,58.0,Preventive Check,Medium,Resolved,50.57,42.06,True
4653,2024-12-12 16:36:00,2024-12-14 04:15:00,20241212,261,4,156.0,Installation Support,Medium,Resolved,45.73,35.65,True
4654,2025-08-01 06:56:00,2025-08-02 22:47:36,20250801,309,3,236.0,Performance Review,Low,Resolved,71.62,39.86,True
4655,2025-02-20 22:55:00,,20250220,518,4,163.0,Performance Review,Critical,In Progress,8.27,,
4656,2025-01-26 10:19:00,2025-01-28 09:13:00,20250126,646,1,154.0,Preventive Check,Medium,Resolved,46.04,46.9,False
4657,2025-08-04 02:44:00,2025-08-04 10:55:24,20250804,707,3,10.0,Contract Update,Critical,Resolved,8.73,8.19,True
4658,2024-07-12 10:56:00,,20240712,550,2,228.0,Outage Investigation,High,In Progress,21.88,,
4659,2024-06-09 12:07:00,2024-06-09 18:41:12,20240609,652,3,103.0,Outage Investigation,Critical,Resolved,8.71,6.57,True
4660,2025-10-27 14:26:00,2025-10-28 14:56:36,20251027,710,5,59.0,Performance Review,High,Resolved,22.86,24.51,False
4661,2024-02-27 12:34:00,2024-03-01 06:53:11,20240227,367,4,80.0,Billing Inquiry,Low,Resolved,73.15,66.32,True
4662,2024-01-02 00:01:00,2024-01-04 05:04:00,20240102,359,3,104.0,Preventive Check,Low,Resolved,71.75,53.05,True
