maintenance_id,date_id,asset_id,region_id,maintenance_type,downtime_hours,maintenance_cost,failure_detected,technician_team
1561,20250103,135,1,Corrective,18.07,12323.32,True,Alpha Field Team
1562,20240912,2,1,Preventive,6.82,1949.35,False,Island Logistics Team
1563,20240413,115,2,Preventive,5.15,3145.13,False,Bravo Reliability Team
1564,20250120,2,1,Corrective,31.56,22833.99,True,Central Response Team
1565,20250223,151,1,Preventive,4.66,3142.15,False,Alpha Field Team
1566,20250615,226,3,Inspection,1.08,1531.2,False,Alpha Field Team
1567,20241208,156,4,Inspection,2.78,1357.26,False,Alpha Field Team
1568,20240409,244,3,Inspection,1.17,759.21,False,Island Logistics Team
1569,20240728,248,1,Inspection,2.66,2243.87,False,Island Logistics Team
1570,20240421,45,4,Preventive,5.35,3761.79,False,Bravo Reliability Team
1571,20250121,176,4,Corrective,10.93,7795.67,False,Central Response Team
1572,20250518,215,4,Preventive,1.59,1705.19,False,Bravo Reliability Team
1573,20241024,220,1,Inspection,2.87,1226.52,False,Alpha Field Team
1574,20240201,214,4,Upgrade,14.14,9002.4,False,Bravo Reliability Team
1575,20250827,81,5,Preventive,5.91,1962.61,False,Central Response Team
1576,20240112,195,2,Inspection,3.07,416.24,False,Alpha Field Team
1577,20240910,186,1,Inspection,1.63,807.07,False,Delta Upgrade Crew
1578,20240920,211,3,Upgrade,10.03,10419.03,False,Bravo Reliability Team
1579,20250411,145,1,Corrective,42.43,8914.53,True,Delta Upgrade Crew
1580,20250116,56,2,Upgrade,10.96,16610.93,False,Bravo Reliability Team
1581,20241102,91,5,Inspection,2.13,1182.06,False,Central Response Team
1582,20240405,73,5,Inspection,0.77,1992.29,False,Alpha Field Team
1583,20241226,225,3,Corrective,11.64,6608.4,False,Central Response Team
1584,20250307,6,1,Corrective,16.82,16005.21,True,Island Logistics Team
1585,20250516,43,1,Preventive,2.42,3787.05,False,Alpha Field Team
1586,20240412,212,2,Inspection,0.83,1150.14,False,Island Logistics Team
1587,20240308,99,3,Corrective,26.85,10715.73,True,Island Logistics Team
1588,20240608,246,1,Corrective,9.96,12967.12,True,Delta Upgrade Crew
1589,20240313,25,2,Corrective,16.21,8109.95,False,Island Logistics Team
1590,20240216,242,2,Inspection,1.05,1107.4,False,Alpha Field Team
1591,20250527,29,5,Inspection,3.4,1716.63,False,Delta Upgrade Crew
1592,20240807,104,3,Preventive,4.1,2865.69,False,Alpha Field Team
1593,20251117,108,2,Corrective,5.4,5701.9,False,Alpha Field Team
1594,20250112,13,3,Preventive,4.77,1366.82,False,Delta Upgrade Crew
1595,20250226,185,1,Upgrade,5.37,12507.88,False,Alpha Field Team
1596,20251115,196,1,Upgrade,16.83,25608.13,False,Island Logistics Team
1597,20250504,131,5,Upgrade,5.25,18536.03,False,Alpha Field Team
1598,20240613,52,2,Corrective,26.04,3884.02,True,Central Response Team
1599,20240917,249,5,Corrective,13.08,12332.1,True,Delta Upgrade Crew
1600,20251116,95,2,Upgrade,6.82,17696.57,False,Central Response Team
1601,20240627,53,5,Upgrade,15.88,20183.94,False,Delta Upgrade Crew
1602,20250921,169,1,Preventive,5.55,4607.04,False,Island Logistics Team
1603,20240704,93,1,Inspection,3.8,1659.71,False,Delta Upgrade Crew
1604,20251002,209,4,Inspection,1.62,1070.56,False,Alpha Field Team
1605,20240316,64,1,Inspection,1.7,1720.67,False,Alpha Field Team
1606,20251201,79,1,Preventive,6.98,3586.88,False,Bravo Reliability Team
1607,20240331,71,1,Corrective,24.09,20389.06,True,Bravo Reliability Team
1608,20251220,182,1,Preventive,9.33,4997.04,False,Central Response Team
1609,20250701,39,1,Corrective,19.43,11344.86,False,Alpha Field Team
1610,20240128,45,4,Inspection,2.37,895.0,False,Alpha Field Team
1611,20240914,25,2,Upgrade,12.97,5024.09,False,Island Logistics Team
1612,20250204,196,1,Corrective,26.96,18580.64,False,Alpha Field Team
1613,20240101,18,1,Inspection,0.78,1001.09,False,Alpha Field Team
1614,20240625,13,3,Inspection,2.36,877.24,False,Bravo Reliability Team
1615,20240705,47,1,Preventive,7.5,4282.4,False,Bravo Reliability Team
1616,20240210,140,2,Inspection,0.67,873.15,False,Central Response Team
1617,20250209,3,2,Preventive,2.21,1141.18,False,Delta Upgrade Crew
1618,20250703,237,1,Upgrade,9.28,32753.98,False,Central Response Team
1619,20250705,38,3,Upgrade,6.06,17612.24,False,Island Logistics Team
1620,20250906,8,2,Inspection,1.25,916.49,False,Central Response Team
1621,20240808,217,2,Inspection,1.28,318.08,False,Bravo Reliability Team
1622,20240611,138,3,Preventive,4.32,1886.43,False,Delta Upgrade Crew
1623,20240503,220,1,Corrective,34.3,14503.13,True,Bravo Reliability Team
1624,20250427,126,1,Corrective,20.39,5196.54,False,Delta Upgrade Crew
1625,20240615,36,3,Inspection,2.53,1489.29,False,Island Logistics Team
1626,20240319,15,3,Upgrade,13.47,5198.19,False,Central Response Team
1627,20240313,108,2,Preventive,2.65,3298.78,False,Bravo Reliability Team
1628,20251001,56,2,Upgrade,13.12,6760.29,False,Island Logistics Team
1629,20240723,7,5,Preventive,3.42,2842.95,False,Central Response Team
1630,20240828,9,1,Inspection,2.4,764.69,False,Delta Upgrade Crew
1631,20250821,212,2,Corrective,7.56,8129.88,False,Alpha Field Team
1632,20240327,31,2,Corrective,27.93,4066.52,True,Central Response Team
1633,20250104,172,2,Upgrade,18.62,9664.75,False,Bravo Reliability Team
1634,20250806,206,3,Preventive,5.95,1510.01,False,Island Logistics Team
1635,20250722,69,4,Upgrade,5.48,15812.0,False,Delta Upgrade Crew
1636,20240129,164,1,Inspection,1.02,2631.94,False,Bravo Reliability Team
1637,20251012,244,3,Inspection,2.36,1466.66,False,Alpha Field Team
1638,20240108,154,1,Inspection,2.29,2282.14,False,Delta Upgrade Crew
1639,20241115,221,4,Preventive,2.21,3157.37,False,Delta Upgrade Crew
1640,20240705,169,1,Corrective,24.41,11256.38,True,Bravo Reliability Team
1641,20251127,201,1,Upgrade,18.74,18541.02,False,Bravo Reliability Team
1642,20240123,164,1,Preventive,7.11,5354.55,False,Central Response Team
1643,20250809,239,4,Preventive,3.61,4301.61,False,Central Response Team
1644,20250729,12,2,Upgrade,11.73,10143.32,False,Island Logistics Team
1645,20241023,199,1,Inspection,3.03,744.01,False,Central Response Team
1646,20241213,145,1,Corrective,48.02,18625.89,True,Central Response Team
1647,20251009,66,5,Upgrade,16.99,15508.78,False,Alpha Field Team
1648,20240404,165,3,Preventive,2.66,2522.14,False,Bravo Reliability Team
1649,20250630,157,1,Corrective,31.74,8764.85,True,Delta Upgrade Crew
1650,20251004,80,4,Preventive,7.36,1147.26,False,Alpha Field Team
1651,20250706,178,4,Upgrade,15.52,11012.19,False,Central Response Team
1652,20240319,236,3,Corrective,23.43,5789.13,False,Island Logistics Team
1653,20250122,98,3,Corrective,15.67,10365.97,False,Bravo Reliability Team
1654,20240520,245,1,Preventive,7.42,2506.12,False,Bravo Reliability Team
1655,20250327,210,1,Upgrade,13.53,12740.12,False,Central Response Team
1656,20240104,20,1,Corrective,20.34,16435.56,True,Alpha Field Team
1657,20250827,81,5,Corrective,17.15,12289.63,True,Central Response Team
1658,20250813,120,4,Corrective,11.37,6108.2,True,Central Response Team
1659,20250125,90,2,Corrective,8.47,9876.0,True,Central Response Team
1660,20240123,208,4,Corrective,18.97,8073.33,True,Bravo Reliability Team
1661,20251114,33,5,Preventive,3.34,3914.37,False,Bravo Reliability Team
1662,20250910,152,4,Preventive,1.38,1561.84,False,Delta Upgrade Crew
1663,20240513,52,2,Preventive,3.71,1660.19,False,Island Logistics Team
1664,20241210,89,1,Upgrade,14.63,12443.41,False,Island Logistics Team
1665,20240802,201,1,Inspection,1.68,936.38,False,Central Response Team
1666,20240401,5,1,Corrective,38.64,9892.14,True,Central Response Team
1667,20250418,137,5,Upgrade,15.08,25908.64,False,Central Response Team
1668,20251118,213,2,Inspection,2.01,1140.9,False,Delta Upgrade Crew
1669,20241021,169,1,Corrective,20.39,7913.18,True,Island Logistics Team
1670,20241127,123,3,Preventive,6.29,3765.7,False,Delta Upgrade Crew
1671,20250912,29,5,Inspection,2.98,778.76,False,Central Response Team
1672,20241105,54,1,Corrective,34.11,6711.66,False,Island Logistics Team
1673,20250426,49,3,Preventive,6.25,4287.84,False,Bravo Reliability Team
1674,20250211,148,3,Corrective,26.9,10940.65,False,Bravo Reliability Team
1675,20250421,33,5,Preventive,4.61,1195.9,False,Central Response Team
1676,20250420,102,3,Corrective,17.05,8631.09,False,Island Logistics Team
1677,20250907,227,1,Corrective,14.95,17251.94,True,Bravo Reliability Team
1678,20241126,217,2,Preventive,3.27,2822.05,False,Bravo Reliability Team
1679,20251116,7,5,Corrective,26.88,14847.78,True,Alpha Field Team
1680,20240924,78,3,Preventive,4.23,1604.03,False,Central Response Team
1681,20250713,20,1,Inspection,2.54,2396.81,False,Island Logistics Team
1682,20251118,92,2,Inspection,1.74,1298.13,False,Island Logistics Team
1683,20250315,112,2,Preventive,1.68,897.23,False,Bravo Reliability Team
1684,20250707,178,4,Inspection,1.17,859.05,False,Alpha Field Team
1685,20240301,41,1,Corrective,50.11,17828.04,True,Bravo Reliability Team
1686,20241226,90,2,Upgrade,12.21,14636.64,False,Island Logistics Team
1687,20240213,132,1,Inspection,2.62,2161.68,False,Island Logistics Team
1688,20241128,194,1,Corrective,27.14,14620.08,True,Central Response Team
1689,20240207,42,2,Inspection,1.99,970.44,False,Bravo Reliability Team
1690,20240911,137,5,Inspection,3.74,1645.95,False,Alpha Field Team
1691,20241107,50,3,Inspection,1.41,1108.36,False,Island Logistics Team
1692,20250128,60,3,Preventive,3.43,1815.06,False,Alpha Field Team
1693,20240512,249,5,Inspection,2.45,2656.66,False,Central Response Team
1694,20240925,125,1,Inspection,4.54,1229.07,False,Alpha Field Team
1695,20240324,184,5,Inspection,0.72,2048.76,False,Island Logistics Team
1696,20250914,184,5,Corrective,18.31,11726.56,False,Island Logistics Team
1697,20240906,190,3,Corrective,26.05,11943.92,True,Delta Upgrade Crew
1698,20250617,197,2,Preventive,2.87,1978.93,False,Bravo Reliability Team
1699,20241114,185,1,Preventive,7.14,4803.45,False,Central Response Team
1700,20241005,77,1,Inspection,2.12,804.18,False,Central Response Team
1701,20240314,195,2,Upgrade,7.71,6890.67,False,Bravo Reliability Team
1702,20251215,56,2,Preventive,2.14,3125.89,False,Delta Upgrade Crew
1703,20240406,230,5,Corrective,16.61,6365.34,True,Island Logistics Team
1704,20240505,180,5,Corrective,23.96,16570.24,True,Alpha Field Team
1705,20240118,196,1,Corrective,19.65,8321.87,True,Island Logistics Team
1706,20250413,186,1,Corrective,38.3,8014.23,True,Island Logistics Team
1707,20241213,47,1,Preventive,9.01,5153.74,False,Delta Upgrade Crew
1708,20250508,29,5,Corrective,13.06,8921.33,False,Alpha Field Team
1709,20250729,207,2,Corrective,22.26,5816.72,False,Alpha Field Team
1710,20241113,192,1,Preventive,4.56,4156.36,False,Delta Upgrade Crew
1711,20250105,39,1,Inspection,3.63,2095.71,False,Delta Upgrade Crew
1712,20240807,84,2,Preventive,3.56,1193.72,False,Alpha Field Team
1713,20240330,44,5,Inspection,4.53,2083.22,False,Central Response Team
1714,20250810,196,1,Corrective,9.13,6238.53,True,Bravo Reliability Team
1715,20250703,89,1,Corrective,18.29,17878.96,True,Island Logistics Team
1716,20250508,249,5,Preventive,5.2,4405.99,False,Alpha Field Team
1717,20250315,34,5,Inspection,1.82,1987.03,False,Delta Upgrade Crew
1718,20240229,231,1,Inspection,3.61,3384.53,False,Bravo Reliability Team
1719,20251016,64,1,Corrective,26.26,9117.61,True,Central Response Team
1720,20250613,173,4,Preventive,4.29,3787.82,False,Island Logistics Team
1721,20240202,50,3,Preventive,2.07,1088.52,False,Central Response Team
1722,20241129,90,2,Inspection,0.37,765.02,False,Bravo Reliability Team
1723,20250418,121,4,Corrective,28.93,14983.08,True,Delta Upgrade Crew
1724,20250406,8,2,Preventive,2.32,1763.01,False,Delta Upgrade Crew
1725,20241218,208,4,Corrective,34.03,4145.45,True,Bravo Reliability Team
1726,20240224,55,2,Preventive,5.61,2367.18,False,Delta Upgrade Crew
1727,20250901,150,4,Corrective,19.04,10168.47,False,Alpha Field Team
1728,20240913,29,5,Corrective,15.95,10539.42,False,Alpha Field Team
1729,20251227,64,1,Inspection,3.1,1206.27,False,Alpha Field Team
1730,20240208,15,3,Inspection,2.8,1503.51,False,Island Logistics Team
1731,20250914,111,1,Preventive,3.07,3812.66,False,Central Response Team
1732,20250301,1,4,Upgrade,19.68,12805.95,False,Delta Upgrade Crew
1733,20241216,143,2,Inspection,0.9,800.74,False,Central Response Team
1734,20240803,235,3,Corrective,13.6,12511.39,False,Bravo Reliability Team
1735,20240304,91,5,Corrective,24.23,18312.67,True,Bravo Reliability Team
1736,20250504,169,1,Inspection,3.09,1606.12,False,Alpha Field Team
1737,20241010,18,1,Inspection,1.85,940.51,False,Delta Upgrade Crew
1738,20250425,22,3,Upgrade,9.56,15928.57,False,Delta Upgrade Crew
1739,20250309,182,1,Corrective,39.99,20448.93,True,Island Logistics Team
1740,20241029,226,3,Inspection,2.01,1352.13,False,Central Response Team
1741,20240127,249,5,Corrective,22.96,10431.4,True,Bravo Reliability Team
1742,20250517,106,1,Inspection,2.97,1314.57,False,Alpha Field Team
1743,20250909,9,1,Inspection,2.59,891.56,False,Central Response Team
1744,20250822,31,2,Preventive,5.76,1607.74,False,Bravo Reliability Team
1745,20240821,83,2,Preventive,3.22,3790.94,False,Delta Upgrade Crew
1746,20250526,244,3,Preventive,4.69,4543.16,False,Island Logistics Team
1747,20240727,214,4,Preventive,4.41,2554.37,False,Delta Upgrade Crew
1748,20250607,79,1,Corrective,36.49,11284.01,False,Delta Upgrade Crew
1749,20240420,49,3,Upgrade,16.94,6771.33,False,Alpha Field Team
1750,20240419,130,5,Inspection,1.59,1176.92,False,Delta Upgrade Crew
1751,20250501,87,2,Inspection,1.64,1626.55,False,Alpha Field Team
1752,20240301,17,3,Inspection,1.2,1300.2,False,Island Logistics Team
1753,20241207,45,4,Preventive,3.88,2508.19,False,Alpha Field Team
1754,20251021,214,4,Inspection,2.04,757.74,False,Island Logistics Team
1755,20240314,118,1,Corrective,25.34,18913.6,False,Delta Upgrade Crew
1756,20241027,114,2,Preventive,3.56,2183.83,False,Central Response Team
1757,20240828,4,1,Inspection,1.82,1044.79,False,Bravo Reliability Team
1758,20240220,250,2,Corrective,18.64,9628.12,True,Alpha Field Team
1759,20250707,75,1,Inspection,1.12,2059.74,False,Delta Upgrade Crew
1760,20240625,108,2,Preventive,3.93,2144.69,False,Bravo Reliability Team
1761,20241024,6,1,Upgrade,13.97,10583.32,False,Bravo Reliability Team
1762,20240607,160,1,Corrective,13.27,11635.38,True,Bravo Reliability Team
1763,20250322,104,3,Preventive,2.97,1138.49,False,Central Response Team
1764,20250424,117,5,Preventive,5.13,1424.31,False,Island Logistics Team
1765,20250806,245,1,Corrective,37.64,17685.1,True,Alpha Field Team
1766,20250104,155,5,Inspection,1.96,1004.93,False,Central Response Team
1767,20250302,127,3,Preventive,6.02,5017.29,False,Island Logistics Team
1768,20251030,156,4,Preventive,2.94,3447.57,False,Delta Upgrade Crew
1769,20240825,81,5,Upgrade,23.95,19050.63,False,Central Response Team
1770,20240131,193,3,Upgrade,20.92,16684.21,False,Island Logistics Team
1771,20241130,209,4,Preventive,6.11,3184.68,False,Alpha Field Team
1772,20240809,215,4,Corrective,17.4,4222.44,False,Alpha Field Team
1773,20240329,79,1,Upgrade,15.32,19454.3,False,Alpha Field Team
1774,20240410,58,1,Corrective,24.22,20786.78,True,Central Response Team
1775,20240906,115,2,Upgrade,9.75,13619.1,False,Island Logistics Team
1776,20240426,24,2,Upgrade,14.48,7465.73,False,Delta Upgrade Crew
1777,20250607,218,1,Corrective,19.14,13594.98,False,Alpha Field Team
1778,20240209,117,5,Inspection,2.74,666.89,False,Alpha Field Team
1779,20241111,87,2,Upgrade,7.85,7758.68,False,Island Logistics Team
1780,20251110,60,3,Corrective,16.81,8094.32,True,Central Response Team
1781,20240704,199,1,Corrective,25.14,12729.19,False,Alpha Field Team
1782,20241128,100,3,Corrective,22.13,18159.07,False,Island Logistics Team
1783,20240117,6,1,Upgrade,6.61,19612.86,False,Alpha Field Team
1784,20241113,205,4,Corrective,8.96,8182.88,True,Bravo Reliability Team
1785,20250306,134,3,Inspection,1.24,999.51,False,Central Response Team
1786,20250323,102,3,Corrective,15.88,7884.07,True,Island Logistics Team
1787,20250427,97,2,Preventive,3.47,1894.65,False,Central Response Team
1788,20240430,140,2,Preventive,4.64,3725.01,False,Central Response Team
1789,20251013,239,4,Preventive,6.39,1225.86,False,Bravo Reliability Team
1790,20240125,55,2,Preventive,2.14,1000.13,False,Central Response Team
1791,20240608,176,4,Preventive,2.12,2147.61,False,Island Logistics Team
1792,20250308,80,4,Upgrade,21.89,15802.24,False,Island Logistics Team
1793,20240919,171,1,Corrective,35.31,17497.37,True,Alpha Field Team
1794,20241103,213,2,Inspection,2.08,958.93,False,Delta Upgrade Crew
1795,20240930,62,4,Corrective,26.76,12605.6,False,Alpha Field Team
1796,20240118,209,4,Corrective,29.06,6137.33,True,Island Logistics Team
1797,20240709,153,1,Upgrade,20.12,13012.77,False,Central Response Team
1798,20240822,178,4,Corrective,28.97,5192.47,True,Delta Upgrade Crew
1799,20240328,8,2,Corrective,5.44,10808.27,False,Island Logistics Team
1800,20240126,214,4,Corrective,33.79,13227.24,True,Alpha Field Team
1801,20240916,202,3,Upgrade,6.43,7165.6,False,Delta Upgrade Crew
1802,20240411,51,5,Corrective,28.06,13451.05,False,Bravo Reliability Team
1803,20250801,146,3,Preventive,2.05,1166.91,False,Bravo Reliability Team
1804,20240430,211,3,Preventive,5.71,3469.24,False,Central Response Team
1805,20250803,249,5,Corrective,17.82,14880.18,True,Central Response Team
1806,20250402,120,4,Corrective,23.32,6692.72,True,Bravo Reliability Team
1807,20251221,16,1,Corrective,25.23,21157.11,True,Bravo Reliability Team
1808,20240725,18,1,Inspection,3.49,2505.54,False,Bravo Reliability Team
1809,20240802,33,5,Inspection,3.54,1591.39,False,Bravo Reliability Team
1810,20250830,217,2,Corrective,19.4,4441.48,True,Delta Upgrade Crew
1811,20250729,136,4,Preventive,3.71,2594.1,False,Central Response Team
1812,20241225,164,1,Corrective,20.42,6978.2,False,Central Response Team
1813,20241216,21,3,Preventive,4.2,3844.79,False,Delta Upgrade Crew
1814,20240526,40,3,Inspection,2.66,973.1,False,Bravo Reliability Team
1815,20240127,105,3,Corrective,20.4,9833.47,False,Delta Upgrade Crew
1816,20250711,221,4,Corrective,14.09,5569.83,True,Delta Upgrade Crew
1817,20240623,76,5,Preventive,4.79,2232.96,False,Delta Upgrade Crew
1818,20251020,116,4,Corrective,20.67,13391.22,True,Alpha Field Team
1819,20250115,60,3,Preventive,5.55,1195.44,False,Alpha Field Team
1820,20240515,162,4,Upgrade,15.1,7293.62,False,Central Response Team
1821,20251130,163,4,Upgrade,14.48,17093.57,False,Island Logistics Team
1822,20240127,205,4,Inspection,1.19,1352.13,False,Island Logistics Team
1823,20240908,215,4,Inspection,1.6,730.21,False,Central Response Team
1824,20250916,16,1,Preventive,6.61,2192.5,False,Alpha Field Team
1825,20251128,125,1,Upgrade,27.87,16264.96,False,Delta Upgrade Crew
1826,20251016,37,1,Upgrade,21.46,35298.3,False,Bravo Reliability Team
1827,20250430,9,1,Preventive,5.01,2662.88,False,Alpha Field Team
1828,20250214,57,2,Upgrade,8.96,10590.86,False,Alpha Field Team
1829,20241207,133,1,Corrective,39.92,12984.67,False,Bravo Reliability Team
1830,20250109,118,1,Corrective,29.59,13212.58,True,Island Logistics Team
1831,20251116,232,4,Corrective,10.73,5501.9,False,Bravo Reliability Team
1832,20240519,7,5,Corrective,10.37,16135.25,True,Delta Upgrade Crew
1833,20240623,18,1,Inspection,1.5,2099.95,False,Island Logistics Team
1834,20251015,70,4,Corrective,11.0,4136.0,True,Central Response Team
1835,20250513,63,1,Corrective,48.51,8226.79,True,Alpha Field Team
1836,20240424,82,2,Upgrade,10.91,11680.32,False,Bravo Reliability Team
1837,20241008,176,4,Corrective,22.25,8436.19,True,Central Response Team
1838,20251212,59,5,Corrective,41.84,10333.0,True,Bravo Reliability Team
1839,20250919,249,5,Upgrade,18.43,28820.35,False,Island Logistics Team
1840,20251208,199,1,Corrective,16.1,9979.17,True,Central Response Team
1841,20250210,64,1,Inspection,2.14,965.67,False,Bravo Reliability Team
1842,20251213,208,4,Inspection,3.12,523.74,False,Delta Upgrade Crew
1843,20250510,96,5,Inspection,3.26,719.82,False,Island Logistics Team
1844,20251214,203,4,Preventive,3.56,1464.84,False,Alpha Field Team
1845,20240324,16,1,Corrective,30.71,11686.78,False,Island Logistics Team
1846,20251203,122,1,Preventive,3.24,3633.74,False,Alpha Field Team
1847,20240414,4,1,Inspection,3.98,1682.05,False,Bravo Reliability Team
1848,20240221,11,4,Corrective,31.79,12028.76,True,Island Logistics Team
1849,20240419,21,3,Corrective,20.42,14488.06,True,Island Logistics Team
1850,20251203,241,2,Corrective,26.0,6608.24,True,Central Response Team
1851,20250802,170,4,Inspection,0.92,923.0,False,Central Response Team
1852,20241206,123,3,Inspection,0.64,918.79,False,Bravo Reliability Team
1853,20240323,36,3,Upgrade,10.4,10866.32,False,Central Response Team
1854,20250326,84,2,Inspection,1.24,1265.69,False,Central Response Team
1855,20240628,27,1,Corrective,39.04,15824.03,True,Delta Upgrade Crew
1856,20251106,118,1,Inspection,1.96,2659.59,False,Delta Upgrade Crew
1857,20250111,176,4,Corrective,19.37,7877.05,True,Alpha Field Team
1858,20240618,138,3,Corrective,39.16,12072.97,True,Alpha Field Team
1859,20240327,137,5,Upgrade,19.55,10235.87,False,Alpha Field Team
1860,20250630,70,4,Corrective,14.81,6317.15,True,Island Logistics Team
1861,20241112,62,4,Corrective,28.89,12089.83,True,Central Response Team
1862,20240722,249,5,Preventive,4.12,4982.97,False,Central Response Team
1863,20241015,43,1,Corrective,39.96,10742.15,True,Bravo Reliability Team
1864,20240224,167,3,Inspection,0.84,528.55,False,Bravo Reliability Team
1865,20250323,124,4,Upgrade,14.97,21132.97,False,Island Logistics Team
1866,20250811,48,2,Upgrade,7.21,9942.96,False,Bravo Reliability Team
1867,20240601,219,3,Corrective,24.84,6711.3,True,Island Logistics Team
1868,20240331,237,1,Corrective,35.31,8790.93,True,Alpha Field Team
1869,20240704,76,5,Inspection,3.61,583.91,False,Island Logistics Team
1870,20241117,222,5,Preventive,5.32,4219.26,False,Central Response Team
1871,20251005,120,4,Corrective,12.65,10868.41,False,Central Response Team
1872,20250923,159,5,Inspection,2.88,1352.22,False,Delta Upgrade Crew
1873,20240131,146,3,Preventive,2.27,1929.15,False,Bravo Reliability Team
1874,20240928,236,3,Upgrade,6.37,6482.84,False,Central Response Team
1875,20250320,47,1,Corrective,32.72,15322.41,False,Bravo Reliability Team
1876,20251102,33,5,Preventive,5.6,1613.55,False,Central Response Team
1877,20250206,54,1,Upgrade,18.79,25773.75,False,Island Logistics Team
1878,20250718,185,1,Corrective,28.74,11564.4,True,Central Response Team
1879,20250213,214,4,Corrective,8.77,9207.7,False,Alpha Field Team
1880,20250507,94,3,Upgrade,10.87,16896.16,False,Bravo Reliability Team
1881,20250106,208,4,Preventive,2.17,2688.28,False,Bravo Reliability Team
1882,20241029,157,1,Corrective,26.11,17273.77,True,Central Response Team
1883,20240104,32,1,Corrective,20.12,10941.01,False,Bravo Reliability Team
1884,20240227,191,1,Preventive,3.85,2805.23,False,Delta Upgrade Crew
1885,20250421,11,4,Upgrade,11.73,19082.68,False,Island Logistics Team
1886,20250420,22,3,Corrective,26.39,5777.93,True,Delta Upgrade Crew
1887,20251219,104,3,Corrective,15.18,6558.95,False,Bravo Reliability Team
1888,20241116,167,3,Corrective,8.62,13497.96,True,Island Logistics Team
1889,20251109,120,4,Preventive,4.74,2151.95,False,Island Logistics Team
1890,20240111,16,1,Inspection,1.43,1856.76,False,Bravo Reliability Team
1891,20251028,170,4,Inspection,1.78,1318.87,False,Central Response Team
1892,20251109,54,1,Upgrade,20.93,10278.89,False,Delta Upgrade Crew
1893,20250725,245,1,Corrective,19.03,19840.61,True,Alpha Field Team
1894,20251212,214,4,Corrective,20.25,10537.61,True,Island Logistics Team
1895,20240107,154,1,Upgrade,23.67,8797.33,False,Central Response Team
1896,20250121,113,1,Inspection,3.47,2256.67,False,Alpha Field Team
1897,20250630,157,1,Corrective,10.44,14186.5,True,Island Logistics Team
1898,20250504,144,4,Corrective,34.44,4221.25,True,Bravo Reliability Team
1899,20250925,32,1,Preventive,2.35,3269.67,False,Bravo Reliability Team
1900,20240506,85,5,Corrective,13.59,16078.82,True,Alpha Field Team
1901,20250314,178,4,Preventive,4.01,1763.36,False,Island Logistics Team
1902,20241002,195,2,Inspection,1.12,1151.58,False,Central Response Team
1903,20240226,65,1,Corrective,41.39,23391.19,True,Delta Upgrade Crew
1904,20251118,41,1,Corrective,12.61,19961.51,True,Delta Upgrade Crew
1905,20241019,129,3,Inspection,3.03,1345.2,False,Alpha Field Team
1906,20250117,214,4,Corrective,29.66,13553.99,False,Central Response Team
1907,20250511,128,4,Inspection,2.66,1778.96,False,Delta Upgrade Crew
1908,20240815,208,4,Inspection,1.66,841.96,False,Central Response Team
1909,20251006,192,1,Corrective,44.96,19935.99,True,Bravo Reliability Team
1910,20241012,239,4,Corrective,27.51,14036.77,False,Island Logistics Team
1911,20241010,39,1,Preventive,3.19,2503.4,False,Island Logistics Team
1912,20250811,73,5,Upgrade,18.5,12056.7,False,Delta Upgrade Crew
1913,20240621,156,4,Corrective,14.66,9728.88,True,Alpha Field Team
1914,20240416,39,1,Inspection,2.23,949.72,False,Central Response Team
1915,20250416,227,1,Inspection,0.76,2528.74,False,Island Logistics Team
1916,20251005,163,4,Preventive,5.71,3526.92,False,Central Response Team
1917,20240512,223,1,Upgrade,16.88,18457.87,False,Bravo Reliability Team
1918,20251011,111,1,Upgrade,16.39,15536.93,False,Central Response Team
1919,20240312,238,2,Inspection,1.89,1591.86,False,Island Logistics Team
1920,20241109,177,1,Corrective,16.98,14846.13,True,Alpha Field Team
1921,20241118,226,3,Preventive,2.03,1038.83,False,Bravo Reliability Team
1922,20250326,112,2,Preventive,1.94,1997.5,False,Central Response Team
1923,20240525,102,3,Corrective,27.89,5332.84,False,Delta Upgrade Crew
1924,20250515,25,2,Inspection,0.61,1117.47,False,Alpha Field Team
1925,20241103,250,2,Preventive,5.12,2056.47,False,Delta Upgrade Crew
1926,20250416,13,3,Preventive,2.96,2895.9,False,Alpha Field Team
1927,20240814,202,3,Preventive,5.07,2087.97,False,Delta Upgrade Crew
1928,20240627,38,3,Inspection,0.7,1152.83,False,Bravo Reliability Team
1929,20240608,249,5,Inspection,3.94,1360.2,False,Central Response Team
1930,20240618,126,1,Preventive,5.11,4781.76,False,Central Response Team
1931,20240915,117,5,Preventive,6.52,3663.74,False,Alpha Field Team
1932,20240119,151,1,Preventive,2.36,3577.89,False,Bravo Reliability Team
1933,20240624,60,3,Upgrade,15.43,8293.66,False,Island Logistics Team
1934,20240626,109,4,Inspection,1.17,1556.16,False,Island Logistics Team
1935,20240815,27,1,Corrective,20.08,14911.21,True,Bravo Reliability Team
1936,20240729,47,1,Corrective,49.65,14969.22,True,Delta Upgrade Crew
1937,20251126,185,1,Corrective,9.7,6010.95,False,Delta Upgrade Crew
1938,20250208,63,1,Corrective,46.91,16025.99,True,Island Logistics Team
1939,20240614,110,2,Preventive,3.16,3061.44,False,Island Logistics Team
1940,20251125,225,3,Preventive,1.88,3180.23,False,Central Response Team
1941,20251107,160,1,Preventive,5.52,3527.86,False,Alpha Field Team
