finance_id,date_id,region_id,department_id,revenue,operating_cost,maintenance_cost,budgeted_cost,profit
793,20250801,5,1,36200.43,19569.07,5331.35,20463.24,11300.01
794,20250801,5,2,45312.18,25530.98,8795.89,29449.4,10985.31
795,20250801,5,3,243172.58,150447.04,10022.36,160946.91,82703.18
796,20250801,5,4,198497.15,139063.72,41495.39,151957.74,17938.04
797,20250801,5,5,145051.6,73640.98,59806.49,91926.4,11604.13
798,20250801,5,6,54723.24,34832.59,8678.69,38843.18,11211.96
799,20250801,5,7,108288.37,70950.88,25651.06,80260.3,11686.43
800,20250801,5,8,85361.56,57058.61,15653.87,63062.73,12649.08
801,20250901,1,1,298145.03,165809.78,9915.85,171140.52,122419.4
802,20250901,1,2,343348.86,197377.8,17730.71,201015.9,128240.35
803,20250901,1,3,1780727.95,1153321.78,19946.1,1169952.17,607460.07
804,20250901,1,4,1556170.54,1065878.45,78096.3,1065280.64,412195.79
805,20250901,1,5,1134517.52,746332.96,117131.35,752647.83,271053.21
806,20250901,1,6,433555.63,277976.1,17202.61,279086.59,138376.92
807,20250901,1,7,838099.83,533995.31,48508.97,535706.7,255595.55
808,20250901,1,8,668022.84,463850.3,30898.71,485494.48,173273.83
809,20250901,2,1,186003.18,95391.35,2189.22,95968.2,88422.61
810,20250901,2,2,243187.85,128288.96,3741.6,134268.86,111157.29
811,20250901,2,3,1223636.48,702842.33,4077.93,720851.63,516716.22
812,20250901,2,4,1026271.72,651813.48,18014.35,633179.48,356443.89
813,20250901,2,5,776484.17,437392.01,25352.39,426951.55,313739.77
814,20250901,2,6,289947.96,171178.29,3799.89,166162.24,114969.78
815,20250901,2,7,577794.52,345462.3,9876.56,336839.14,222455.66
816,20250901,2,8,432637.04,282891.71,6301.19,272087.48,143444.14
817,20250901,3,1,152536.07,80546.05,1879.37,80677.57,70110.65
818,20250901,3,2,197105.24,107835.66,3078.6,109669.19,86190.98
819,20250901,3,3,1005870.45,631958.75,3631.44,630515.65,370280.26
820,20250901,3,4,897753.89,582460.32,14341.3,558301.5,300952.27
821,20250901,3,5,625207.67,405376.92,20594.03,420343.3,199236.72
822,20250901,3,6,239816.74,147181.33,3170.89,150576.0,89464.52
823,20250901,3,7,455909.22,288979.48,8946.28,290894.04,157983.46
824,20250901,3,8,344801.4,227043.72,5502.19,223538.56,112255.49
825,20250901,4,1,92864.1,44610.36,4860.9,46868.29,43392.84
826,20250901,4,2,112809.7,58131.2,8049.98,61787.27,46628.52
827,20250901,4,3,578051.87,336648.73,9515.79,335070.29,231887.35
828,20250901,4,4,496829.51,312898.76,35428.99,336964.18,148501.76
829,20250901,4,5,353734.9,210952.3,54139.94,222864.66,88642.66
830,20250901,4,6,133338.56,76244.51,7989.78,78447.59,49104.27
831,20250901,4,7,280632.08,163008.33,22618.62,175530.86,95005.13
832,20250901,4,8,198375.73,127445.02,13120.65,130957.98,57810.06
833,20250901,5,1,38751.24,21204.87,3107.77,23005.74,14438.6
834,20250901,5,2,47008.31,27102.98,5049.53,29949.96,14855.8
835,20250901,5,3,246306.5,152645.99,6092.2,147635.16,87568.31
836,20250901,5,4,207163.19,144767.03,24365.2,155360.68,38030.96
837,20250901,5,5,157719.68,105280.78,34409.02,121994.47,18029.88
838,20250901,5,6,59521.01,36744.93,5231.83,36989.98,17544.25
839,20250901,5,7,120261.56,77943.14,15097.63,79426.02,27220.79
840,20250901,5,8,85866.37,58760.78,8915.43,63931.51,18190.16
841,20251001,1,1,290102.8,156377.43,15931.79,165376.66,117793.58
842,20251001,1,2,364383.35,219615.47,27865.24,221235.08,116902.64
843,20251001,1,3,1894048.04,1246111.98,32083.55,1205773.82,615852.51
844,20251001,1,4,1562959.51,1037595.8,129711.6,1063257.04,395652.11
845,20251001,1,5,1138507.15,749271.55,194890.17,787694.26,194345.43
846,20251001,1,6,445412.66,288933.2,26394.41,299189.53,130085.05
847,20251001,1,7,901179.95,582141.0,75238.02,624322.57,243800.93
848,20251001,1,8,671896.15,465887.45,50461.75,493401.77,155546.95
849,20251001,2,1,201433.99,98891.52,2476.28,103985.33,100066.19
850,20251001,2,2,241705.56,130811.43,4078.62,137419.84,106815.51
851,20251001,2,3,1306996.45,761916.01,4816.55,781152.96,540263.89
852,20251001,2,4,1077703.37,694879.21,19676.37,678969.42,363147.79
853,20251001,2,5,825774.23,485355.04,26902.02,492331.25,313517.17
854,20251001,2,6,294415.01,169354.79,4216.37,165930.33,120843.85
855,20251001,2,7,590588.14,360523.69,11654.3,356909.34,218410.15
856,20251001,2,8,433426.29,285457.03,7313.27,292300.0,140655.99
857,20251001,3,1,164096.55,86120.18,1910.82,86064.11,76065.55
858,20251001,3,2,207261.72,114199.79,3019.05,110360.59,90042.88
859,20251001,3,3,1030551.35,639748.03,3849.27,669658.81,386954.05
860,20251001,3,4,931873.76,604325.22,14123.02,632175.33,313425.52
861,20251001,3,5,639796.35,405319.97,22071.29,399316.01,212405.09
862,20251001,3,6,247977.34,147802.45,2936.74,144975.29,97238.15
863,20251001,3,7,482305.4,305438.57,8311.52,322540.91,168555.31
864,20251001,3,8,376620.66,249716.5,5261.8,259967.34,121642.36
865,20251001,4,1,89601.92,45122.21,6425.32,45668.33,38054.39
866,20251001,4,2,117816.89,61004.34,10494.35,67654.4,46318.2
867,20251001,4,3,618483.9,360393.92,12631.32,365131.99,245458.66
868,20251001,4,4,531815.93,329456.78,55898.55,359930.02,146460.6
869,20251001,4,5,385214.73,231016.28,76059.36,248028.17,78139.09
870,20251001,4,6,137884.91,77969.82,11723.11,82226.25,48191.98
871,20251001,4,7,289344.62,167523.3,30065.81,175204.01,91755.51
872,20251001,4,8,211780.74,129756.72,18916.43,143009.35,63107.59
873,20251001,5,1,40602.21,21354.24,4052.53,22136.06,15195.44
874,20251001,5,2,48492.1,27468.02,6727.47,30461.64,14296.61
875,20251001,5,3,265112.24,162120.64,8364.18,166068.22,94627.42
876,20251001,5,4,218935.46,157600.82,31960.86,176614.92,29373.78
877,20251001,5,5,160444.27,102948.7,46118.23,114065.03,11377.34
878,20251001,5,6,58916.69,36195.44,6367.19,39450.75,16354.06
879,20251001,5,7,118641.46,76028.58,17968.18,83981.33,24644.7
880,20251001,5,8,93725.6,62887.69,12291.4,67750.4,18546.51
881,20251101,1,1,302755.36,166256.93,16600.18,177483.59,119898.25
882,20251101,1,2,386191.21,227035.09,28214.6,244126.74,130941.52
883,20251101,1,3,1901826.93,1190894.15,33363.95,1194384.0,677568.83
884,20251101,1,4,1692910.92,1170357.84,135544.64,1195596.78,387008.44
885,20251101,1,5,1202398.4,769876.81,186177.91,821351.69,246343.68
886,20251101,1,6,465218.85,285367.73,27011.7,283693.41,152839.42
887,20251101,1,7,913143.81,588368.91,71639.93,611449.57,253134.97
888,20251101,1,8,659669.58,446994.13,48994.83,461349.88,163680.62
889,20251101,2,1,210641.46,102780.94,1869.4,104113.63,105991.12
890,20251101,2,2,256636.74,136073.11,3086.84,138655.51,117476.79
891,20251101,2,3,1361269.47,812477.15,4148.85,845735.59,544643.47
892,20251101,2,4,1152014.08,721287.33,16339.06,718624.16,414387.69
893,20251101,2,5,829707.46,492939.84,22774.11,497189.57,313993.51
894,20251101,2,6,297397.79,171042.83,3194.36,173507.89,123160.6
895,20251101,2,7,627579.71,381577.91,8992.88,392415.34,237008.92
896,20251101,2,8,478013.1,308081.1,6204.52,301474.56,163727.48
897,20251101,3,1,175019.43,93214.38,2593.44,97546.06,79211.61
898,20251101,3,2,207732.01,117064.16,4212.83,122213.02,86455.02
899,20251101,3,3,1071089.43,670935.8,4872.25,704699.16,395281.38
900,20251101,3,4,905374.23,597057.78,19762.25,591876.34,288554.2
901,20251101,3,5,662417.96,404828.86,27954.38,401606.02,229634.72
902,20251101,3,6,261245.46,153436.47,4012.3,153836.11,103796.69
903,20251101,3,7,518481.7,314014.3,11082.99,326923.88,193384.41
904,20251101,3,8,393968.99,252857.46,7264.96,267222.53,133846.57
905,20251101,4,1,96188.49,47851.54,4783.75,51731.41,43553.2
906,20251101,4,2,125590.05,64744.93,8274.77,70459.18,52570.35
907,20251101,4,3,611305.9,352602.25,9637.3,370616.54,249066.35
908,20251101,4,4,548570.28,336244.82,39961.86,333858.79,172363.6
909,20251101,4,5,391036.72,239459.49,53587.14,264829.34,97990.09
910,20251101,4,6,145879.79,81404.65,8090.58,82907.25,56384.56
911,20251101,4,7,284815.42,166777.45,22661.51,169171.39,95376.46
912,20251101,4,8,220832.51,140632.65,14850.94,139387.23,65348.92
913,20251101,5,1,40770.12,21513.22,5238.5,23626.78,14018.4
914,20251101,5,2,49995.56,28529.82,8236.27,30944.48,13229.47
915,20251101,5,3,270215.93,165839.79,10375.87,168793.87,94000.27
916,20251101,5,4,221150.38,155985.55,41301.25,167765.23,23863.58
917,20251101,5,5,159449.23,87357.65,59335.64,111315.31,12755.94
918,20251101,5,6,60203.52,38220.77,7834.78,40183.68,14147.97
919,20251101,5,7,127913.39,80407.45,22807.54,86570.09,24698.4
920,20251101,5,8,89503.25,59860.13,15240.07,63298.67,14403.05
921,20251201,1,1,318680.28,173479.84,8196.78,174705.99,137003.66
922,20251201,1,2,413104.18,246940.71,15211.01,248696.36,150952.46
923,20251201,1,3,2071721.1,1302450.89,17437.65,1371602.73,751832.56
924,20251201,1,4,1761071.42,1222012.24,68776.01,1239602.56,470283.17
925,20251201,1,5,1281195.14,864432.9,97772.81,882103.34,318989.43
926,20251201,1,6,476770.39,301813.09,14380.71,314136.71,160576.59
927,20251201,1,7,994745.05,647685.27,38876.93,651470.76,308182.85
928,20251201,1,8,739562.29,516533.83,24630.51,548651.54,198397.95
929,20251201,2,1,215440.57,106830.65,1179.15,112553.53,107430.77
930,20251201,2,2,261923.77,143220.72,1940.33,137079.86,116762.72
931,20251201,2,3,1446609.69,864844.41,2525.21,908214.91,579240.07
932,20251201,2,4,1176843.17,744411.91,9343.09,760838.72,423088.17
933,20251201,2,5,889507.52,525431.96,12944.81,551556.05,351130.75
934,20251201,2,6,312846.94,183319.43,1893.25,190718.63,127634.26
935,20251201,2,7,616576.4,369158.19,5429.71,355279.99,241988.5
936,20251201,2,8,483451.95,312838.33,3476.96,314812.47,167136.66
937,20251201,3,1,175133.9,91379.74,2132.82,87850.25,81621.34
938,20251201,3,2,214284.74,120572.14,3306.82,118659.52,90405.78
939,20251201,3,3,1127566.34,700420.36,3978.24,681652.4,423167.74
940,20251201,3,4,967556.73,627777.06,17793.99,619750.68,321985.68
941,20251201,3,5,701729.12,439233.28,25226.02,433555.7,237269.82
942,20251201,3,6,267329.54,163857.25,3627.91,161771.9,99844.38
943,20251201,3,7,523220.59,322066.58,9937.64,315944.5,191216.37
944,20251201,3,8,392230.42,264205.0,6561.38,273998.7,121464.04
945,20251201,4,1,101462.8,49204.27,4444.32,53223.45,47814.21
946,20251201,4,2,127895.37,69463.54,8134.06,72128.16,50297.77
947,20251201,4,3,680828.26,388158.0,9490.55,377885.47,283179.71
948,20251201,4,4,557419.22,344888.5,36474.2,348711.0,176056.52
949,20251201,4,5,401197.86,234301.77,54968.51,263679.1,111927.58
950,20251201,4,6,145702.97,82268.75,7547.43,88139.54,55886.79
951,20251201,4,7,291377.01,170200.26,21773.69,170041.62,99403.06
952,20251201,4,8,220867.24,140593.89,14603.84,152056.87,65669.51
953,20251201,5,1,44615.76,23628.75,2427.29,24670.1,18559.72
954,20251201,5,2,55397.28,31886.07,3719.77,32551.2,19791.44
955,20251201,5,3,278096.86,171042.6,4796.3,180833.67,102257.96
956,20251201,5,4,229020.92,167198.75,17700.89,175695.29,44121.28
957,20251201,5,5,167530.77,107912.25,25979.69,118475.93,33638.83
958,20251201,5,6,64534.36,41089.03,4014.34,44583.93,19430.99
959,20251201,5,7,124563.48,79842.88,10989.92,85099.85,33730.68
960,20251201,5,8,100568.48,67999.31,6864.03,70997.69,25705.14
